Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,General Contracted Services,D3401,22/11/2016,46291761 - 1,2155.92,Revenue,20009555,NORTH OXFORD ASSOCIATION
OCC,Direct Services,Postage & Carriage,D3501,22/11/2016,46291766 - 1,500,Revenue,20009008,NEOPOST LTD RCB CREDIFON  A/C
OCC,Direct Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 15,610.9,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 16,1875.28,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 17,1813.79,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,22/11/2016,46291777 - 18,511.19,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Pitch & Site Rents,K9534,29/11/2016,46291789 - 1,6875,Revenue,20012815,ST MICHAELS PCC
OCC,Direct Services,Tipping Charges,D3421,29/11/2016,46291828 - 1,30000,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Direct Services,Tipping Charges,D3421,29/11/2016,46291830 - 1,30958.92,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Direct Services,Photocopying/Paper Supplies,D3306,06/12/2016,46291853 - 1,489.93,Revenue,20007881,RICOH UK LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,29/11/2016,46291854 - 1,2123.29,Revenue,20016034,BLUE SKY DEVELOPMENT & REGENERATION
OCC,Direct Services,Short Courses,A0622,29/11/2016,46291859 - 1,1090,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,Cycle Scheme 2008/09,A0965,06/12/2016,46291914 - 2,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,06/12/2016,46291944 - 6,165,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,06/12/2016,46291944 - 8,190,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,06/12/2016,46291944 - 9,150,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Services Maintenance (Planned),B1103,06/12/2016,46291948 - 2,40,Revenue,20004494,COTSWOLD LIFTS LTD
OCC,Direct Services,Short Courses,A0622,17/11/2016,46291957 - 1,1090,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,Short Courses,A0622,06/12/2016,46291958 - 1,600,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 1,183,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 3,57,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 4,42,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 5,141,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 6,260,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 7,225,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 8,84,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 9,99,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 10,99,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 14,104,Revenue,20011499,TOPS
OCC,Direct Services,Consultants Fees,D3411,28/12/2016,46291988 - 15,20,Revenue,20011499,TOPS
OCC,Direct Services,Postage & Carriage,D3501,13/12/2016,46291990 - 1,500,Revenue,20009008,NEOPOST LTD RCB CREDIFON  A/C
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 20,2315.41,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 21,2058.92,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46291992 - 22,985.3,Revenue,20018053,REED SPECIALIST RECRUITMENT LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 1,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 2,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 3,145,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 4,145,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 5,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 6,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 7,650,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 8,210,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 9,165,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 10,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 11,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 12,145,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 13,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 14,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Vehicle Excise Licences,C2202,09/12/2016,46291998 - 15,230,Revenue,20008465,POST OFFICE LTD
OCC,Direct Services,Materials,D3021,13/12/2016,46292003 - 1,600,Revenue,20000000,GENERAL EXPENSES
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 2,1800.47,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 3,220.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 9,2515.13,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 11,2081.16,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 12,3182.12,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 13,1344.5,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 14,4995,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Main Contractor,Y021,20/12/2016,46292022 - 15,1761.8,Capital,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 16,17871.95,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 17,1962.41,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 18,3767.51,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,20/12/2016,46292022 - 19,1737.12,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 1,82.06,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 2,5.47,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 3,21.87,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 4,202.33,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 5,514.04,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 6,393.73,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 7,21.87,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 8,432.01,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 9,5.47,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 10,317.17,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 11,142.18,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 12,448.41,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 13,229.68,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 14,71.09,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 15,984.32,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 16,519.5,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 17,508.57,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,General Contracted Services,D3401,20/12/2016,46292040 - 18,568.72,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,20/12/2016,46292053 - 1,1442.1,Revenue,20002279,M & M SKIP HIRE LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 4,243.75,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 5,281.25,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 8,337.5,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 9,43.74,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 10,185.01,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Fire Alarms and Emergency Lighting,B1241,28/12/2016,46292094 - 11,150,Revenue,20002568,PYROTEC SERVICES LTD
OCC,Direct Services,Temporary Bureau Staffing,A0108,28/12/2016,46292104 - 1,1785.16,Revenue,20016034,BLUE SKY DEVELOPMENT & REGENERATION
OCC,Direct Services,Property Rents/Income,K9550,28/12/2016,46292135 - 1,3433.5,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,11/10/2016,47016648 - 1,1886.19,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,11/10/2016,47016650 - 1,715.78,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,11/10/2016,47016651 - 0,3215.77,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Gas,B1502,11/10/2016,47016666 - 1,586.71,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Water & Sewerage Charges,B1830,11/10/2016,47016700 - 0,2543.55,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,11/10/2016,47016707 - 1,727.93,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,11/10/2016,47016713 - 1,725.51,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,11/10/2016,47016716 - 0,4762.88,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,18/10/2016,47016726 - 0,1265.18,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,18/10/2016,47016811 - 0,730.66,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,18/10/2016,47016827 - 0,765.32,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,18/10/2016,47016830 - 1,714.33,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,18/10/2016,47016838 - 1,504.68,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,18/10/2016,47016842 - 1,954.2,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,08/11/2016,47017211 - 0,691.09,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Gas,B1502,08/11/2016,47017247 - 0,554.41,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,08/11/2016,47017254 - 1,992.86,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,08/11/2016,47017259 - 0,3231.36,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,08/11/2016,47017260 - 1,441.79,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,08/11/2016,47017289 - 1,1732.38,Revenue,20011042,KENT COUNTY COUNCIL
OCC,Direct Services,Electricity,B1501,15/11/2016,47017306 - 0,1259.63,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017331 - 1,896.28,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017334 - 0,3166.58,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017374 - 0,1291.36,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017378 - 0,556.66,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017379 - 0,1265.8,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017380 - 1,1056.3,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,22/11/2016,47017381 - 0,720.63,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,29/11/2016,47017480 - 1,3381.64,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Electricity,B1501,13/12/2016,47017702 - 1,1302.84,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017712 - 0,827.31,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017729 - 1,1868.21,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017731 - 1,517,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017733 - 1,831.43,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017745 - 0,680.69,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017749 - 0,1050.36,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Electricity,B1501,20/12/2016,47017753 - 0,833.22,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Gas,B1502,28/12/2016,47017764 - 0,2779.04,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Direct Services,Water & Sewerage Charges,B1830,28/12/2016,47017818 - 0,1386.62,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,28/12/2016,47017843 - 0,794.27,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,28/12/2016,47017845 - 0,856.59,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,28/12/2016,47017846 - 1,4903.86,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Water & Sewerage Charges,B1830,28/12/2016,47017847 - 0,570.72,Revenue,20002423,THAMES WATER UTILITIES LTD
OCC,Direct Services,Main Contractor,Y021,04/10/2016,47987123 - 1,13500,Capital,20016740,BOSS PLANT SALES
OCC,Direct Services,Materials,D3021,11/10/2016,47987227 - 1,898.92,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,11/10/2016,47987228 - 0,25.8,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,11/10/2016,47987228 - 1,627,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,11/10/2016,47987228 - 2,10,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,11/10/2016,47987230 - 0,3.62,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,11/10/2016,47987230 - 1,530,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987234 - 0,13518,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987234 - 1,280,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987234 - 2,749,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987234 - 3,10913.78,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987234 - 4,520,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987236 - 0,1827.67,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987238 - 0,464.26,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987241 - 1,10,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987241 - 3,477.35,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 0,495.76,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 1,1.38,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 2,3.12,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 3,95,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 4,5.8,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 5,49.88,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 6,103.78,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987242 - 7,507.51,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Main Contractor,Y021,11/10/2016,47987245 - 1,8400,Capital,20002435,P A TURNEY LTD
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,47987248 - 0,3376.2,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,47987249 - 1,514.2,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,47987254 - 0,3566.46,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,Materials,D3021,11/10/2016,47987263 - 0,268,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,11/10/2016,47987263 - 1,164.18,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,11/10/2016,47987307 - 1,8910.22,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,11/10/2016,47987308 - 0,4335.13,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,11/10/2016,47987309 - 1,4411,Revenue,20019099,HALL FUELS
OCC,Direct Services,Fuel Purchase (Stock),C2003,11/10/2016,47987310 - 0,4411,Revenue,20019099,HALL FUELS
OCC,Direct Services,General Contracted Services,D3401,11/10/2016,47987314 - 0,891.4,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Materials,D3021,18/10/2016,47987338 - 1,278.56,Revenue,20019206,LISTER WILDER LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987338 - 2,145.6,Revenue,20019206,LISTER WILDER LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987338 - 3,10.72,Revenue,20019206,LISTER WILDER LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987338 - 4,4.38,Revenue,20019206,LISTER WILDER LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987338 - 5,12,Revenue,20019206,LISTER WILDER LTD
OCC,Direct Services,Main Contractor,Y021,18/10/2016,47987339 - 0,1844,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Fuel Systems Maintenance,D3338,18/10/2016,47987348 - 0,1195,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,18/10/2016,47987349 - 1,19.07,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987349 - 2,18.74,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987349 - 3,638.51,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,18/10/2016,47987349 - 4,61.84,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Other Licences And Fees,C2203,25/10/2016,47987399 - 1,1086.75,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,25/10/2016,47987399 - 2,65,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,25/10/2016,47987399 - 3,75,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Main Contractor,Y021,25/10/2016,47987454 - 0,12762,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,25/10/2016,47987454 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,25/10/2016,47987454 - 2,749,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,25/10/2016,47987454 - 3,16896,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,01/11/2016,47987459 - 1,285,Capital,20013350,Renault Retail Group
OCC,Direct Services,Main Contractor,Y021,01/11/2016,47987459 - 2,6973,Capital,20013350,Renault Retail Group
OCC,Direct Services,Main Contractor,Y021,01/11/2016,47987459 - 3,20493.1,Capital,20013350,Renault Retail Group
OCC,Direct Services,Materials,D3021,01/11/2016,47987472 - 0,495,Revenue,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Materials,D3021,01/11/2016,47987504 - 1,425.46,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 1,4.2,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 2,7.4,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 3,4.9,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 4,62.46,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 5,79.44,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 6,152.11,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 7,17.08,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 8,126.49,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Materials,D3021,01/11/2016,47987524 - 9,484.18,Revenue,20017004,HARTWELL OXFORD RENAULT
OCC,Direct Services,Consultants Fees,D3411,01/11/2016,47987528 - 1,424.48,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Consultants Fees,D3411,01/11/2016,47987528 - 2,424.48,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Repairs & Improvements,B1109,08/11/2016,47987543 - 0,2931.19,Revenue,20018650,INSIDE OUT DEVELOPMENTS LTD
OCC,Direct Services,Materials,D3021,08/11/2016,47987555 - 0,788.04,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,08/11/2016,47987558 - 0,846.84,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,08/11/2016,47987558 - 1,7.5,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,08/11/2016,47987566 - 1,2655.83,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Subscriptions,D3703,08/11/2016,47987567 - 0,963,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Materials,D3021,08/11/2016,47987569 - 0,997.92,Revenue,20002387,AEBI SCHMIDT UK LTD
