Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_1,317.62,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_2,369.08,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_3,318.94,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_4,48.52,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_5,25.00,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,47981076_6,70.00,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,08/09/2015,47981450_1,14.50,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Materials,D3021,08/09/2015,47981450_2,778.23,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,18/08/2015,1019345_1,5361.00,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,18/08/2015,1019346_1,5361.00,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,18/08/2015,1019348_1,5025.00,Revenue,20010650,MR J KEOWN
Oxford City Council,Law and Governance,Contract Printing (External),D3303,21/07/2015,1018630_1,4695.62,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Law and Governance,Contract Printing (External),D3303,04/08/2015,1018713_0,1245.65,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Community Services,General Contracted Services,D3401,25/08/2015,1019833_1,500.00,Revenue,20010837,DICK RUDMAN
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/09/2015,46287199_1,950.00,Capital,20010837,DICK RUDMAN
Oxford City Council,Direct Services,Main Contractor,Y021,22/09/2015,47981662_0,6024.00,Capital,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Street Furniture,B1014,18/08/2015,60042338_0,5010.00,Revenue,20010967,MALCOLM LANE & SON LTD
Oxford City Council,Welfare Reform Team,Instructors & Coaching Fees,D3413,14/07/2015,1018321_1,4867.00,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Community Services,Grants,D3701,21/07/2015,46286581_1,22172.88,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Welfare Reform Team,Grants,D3701,28/07/2015,46286657_1,15000.00,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,29/09/2015,1021178_1,613.00,Revenue,20011019,CONTACT SECURITY
Oxford City Council,HRA,Gas,B1502,21/07/2015,1015727_1,905.92,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/07/2015,1016675_1,570.55,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/07/2015,1016676_1,718.70,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,07/07/2015,1017516_1,510.18,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/07/2015,1017559_1,515.94,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/07/2015,1017749_1,3615.94,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,14/07/2015,1017881_1,4012.14,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/07/2015,1017883_1,1702.70,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,14/07/2015,1017884_1,739.00,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/07/2015,1018090_1,730.06,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/07/2015,1018091_1,1760.33,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/07/2015,1018099_1,2829.82,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/07/2015,1018100_1,2831.32,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/07/2015,1018186_1,1232.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/07/2015,1018187_1,1256.19,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,14/07/2015,1018202_1,650.58,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/07/2015,1018203_1,964.38,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/07/2015,1018204_1,953.18,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/07/2015,1018205_1,1175.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/07/2015,1018206_1,808.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,14/07/2015,1018297_1,4121.43,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,14/07/2015,1018298_1,1754.49,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,14/07/2015,1018299_1,1888.30,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/07/2015,1018740_1,2740.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,29/09/2015,1018752_1,3325.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/07/2015,1018758_1,11944.50,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018760_1,1403.76,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018761_1,6057.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018764_1,530.56,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018765_1,960.50,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018766_1,2893.39,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018774_1,3401.33,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018775_1,4130.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018776_1,3908.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,11/08/2015,1018793_1,636.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/07/2015,1018796_1,2925.67,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/07/2015,1018797_1,1183.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,11/08/2015,1018798_1,660.00,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018799_1,3519.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,04/08/2015,1018804_1,825.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,04/08/2015,1018805_1,678.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/07/2015,1018806_1,644.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,11/08/2015,1018807_1,1068.48,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/07/2015,1018812_1,1426.67,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/07/2015,1018813_1,1787.43,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018969_1,556.63,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,28/07/2015,1018972_1,2738.18,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,28/07/2015,1018973_1,2583.17,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,04/08/2015,1018974_1,1313.29,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/07/2015,1018975_1,3347.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,18/08/2015,1018977_1,639.91,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/07/2015,1018979_1,1832.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018983_1,720.25,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018984_1,713.46,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018985_1,1373.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018987_1,1195.20,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018988_1,936.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018989_1,730.11,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018994_1,996.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,11/08/2015,1018995_1,1387.25,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/07/2015,1018996_1,1486.84,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,04/08/2015,1019163_1,8741.16,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,04/08/2015,1019184_1,7963.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,18/08/2015,1019201_1,3737.16,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,04/08/2015,1019202_1,5760.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,18/08/2015,1019338_1,1820.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,18/08/2015,1019560_1,1205.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,18/08/2015,1019629_1,10301.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,18/08/2015,1019658_1,880.00,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,02/09/2015,1019929_1,2883.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,02/09/2015,1019983_1,3301.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,25/08/2015,1019985_1,6109.85,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,25/08/2015,1019993_1,9233.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,02/09/2015,1019994_1,11252.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,02/09/2015,1020151_1,2311.15,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020155_1,1114.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,02/09/2015,1020156_1,783.07,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,02/09/2015,1020157_1,885.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,08/09/2015,1020174_1,1154.78,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,02/09/2015,1020191_1,688.25,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,02/09/2015,1020192_1,1639.00,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,15/09/2015,1020195_1,681.43,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,15/09/2015,1020200_1,1267.44,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,02/09/2015,1020206_1,1889.50,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,02/09/2015,1020208_1,2561.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020212_1,765.32,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,02/09/2015,1020213_1,1932.29,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,02/09/2015,1020215_1,2957.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020216_1,551.48,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,02/09/2015,1020217_1,9465.81,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020218_1,976.85,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,08/09/2015,1020220_1,1008.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,15/09/2015,1020221_1,945.37,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,02/09/2015,1020222_1,1444.85,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020223_1,626.91,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,08/09/2015,1020224_1,617.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,08/09/2015,1020311_1,1412.30,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,15/09/2015,1020443_1,2311.15,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,15/09/2015,1020637_1,511.00,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,22/09/2015,1020790_1,2676.38,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,15/09/2015,1020791_1,9537.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,22/09/2015,1020792_1,10444.56,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,15/09/2015,1020798_1,6265.08,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,29/09/2015,1020858_1,2270.76,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,29/09/2015,1020859_1,3747.97,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,29/09/2015,1020860_1,3007.21,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,29/09/2015,1020861_1,1501.31,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,29/09/2015,1020863_1,11661.78,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020867_1,557.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,29/09/2015,1020868_1,2312.65,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,22/09/2015,1020874_1,651.10,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020876_1,797.78,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,22/09/2015,1020877_1,1321.49,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020878_1,965.14,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020885_1,678.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,22/09/2015,1020887_1,1731.09,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020888_1,656.61,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,22/09/2015,1020892_1,637.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,04/08/2015,46286665_1,4160.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,04/08/2015,46286666_1,3350.14,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Plant Purchase,C2002,02/09/2015,47981408_1,1400.00,Revenue,20011077,EURO CAR PARTS SWINDON
Oxford City Council,Direct Services,Materials,D3021,11/08/2015,1019139_1,1226.27,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Community Services,Advertising & Publicity,D3802,04/08/2015,1018916_1,2044.50,Revenue,20011182,ONE STOP PROMOTIONS LTD
Oxford City Council,Direct Services,Short Courses,A0622,04/08/2015,1019124_1,750.00,Revenue,20011185,GRAFFITI REMOVAL LTD
Oxford City Council,Housing and Property,Bond Payments Homeless,D3600,04/08/2015,1019054_1,1294.25,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,04/08/2015,1019182_1,1120.84,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Bond Payments Homeless,D3600,02/09/2015,1020189_1,1626.92,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,22/09/2015,1020812_1,19200.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Bond Payments Homeless,D3600,29/09/2015,1021044_1,19760.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,15/09/2015,46287072_1,17290.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,11/08/2015,60042163_1,1998.00,Revenue,20011360,KARDEX  (UK) LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043166_0,1450.00,Revenue,20011395,CHERWELL DOORS
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,1017408_1,546.34,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,07/07/2015,1017667_1,713.02,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,07/07/2015,1017819_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,14/07/2015,1018133_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,14/07/2015,1018144_1,713.02,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,21/07/2015,1018231_1,722.28,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,04/08/2015,1018577_1,717.65,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,04/08/2015,1018611_1,1083.00,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,28/07/2015,1018616_1,740.80,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,1019103_1,717.65,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,11/08/2015,1019104_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,18/08/2015,1019140_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,1019719_1,740.80,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,02/09/2015,1019758_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,02/09/2015,1019759_1,717.65,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,25/08/2015,1019783_1,745.43,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,25/08/2015,1019794_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,18/08/2015,1019810_1,940.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,18/08/2015,1019811_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,18/08/2015,1019812_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,08/09/2015,1020268_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,15/09/2015,1020740_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,29/09/2015,1020760_1,1140.00,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,22/09/2015,1020763_1,1054.50,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020785_1,685.24,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020830_1,685.24,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,29/09/2015,1020841_1,685.24,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,18/08/2015,47981086_1,1746.24,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,07/07/2015,1018141_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,07/07/2015,1018181_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,07/07/2015,1018190_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018626_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1019048_1,800.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1019049_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1019050_1,800.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1019051_1,2500.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1019052_1,2500.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,18/08/2015,1019725_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,18/08/2015,1019753_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,02/09/2015,1020271_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,22/09/2015,1020347_1,2500.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,25/08/2015,1019838_1,950.00,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,15/09/2015,46287071_1,950.00,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_1,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_10,99.00,Revenue,20011499,TOPS
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,28/07/2015,46286560_11,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_12,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_13,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_14,84.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,28/07/2015,46286560_2,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/07/2015,46286560_3,141.00,Revenue,20011499,TOPS
