body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,type,supplier_id,supplier_name
Oxford City Council,HRA,Gas,B1502,17/05/2016,47014483_0,1140.48,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,17/05/2016,47014486_1,9981.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,17/05/2016,47014487_0,3309.65,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,17/05/2016,47014492_1,1662.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,17/05/2016,47014493_0,1075.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,17/05/2016,47014495_0,601.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,17/05/2016,47014499_0,2139.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/05/2016,47014500_1,1289.47,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/05/2016,47014501_0,1339.85,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,17/05/2016,47014502_1,594.16,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,17/05/2016,47014503_0,3667.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/05/2016,47014504_1,1069.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,17/05/2016,47014506_1,1362.09,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,17/05/2016,47014507_0,821.24,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,17/05/2016,47014508_1,981.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,17/05/2016,47014509_0,3343.72,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,17/05/2016,47014510_1,5878.8,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,17/05/2016,47014511_0,4619.03,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,17/05/2016,47014512_1,8154.94,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,07/06/2016,47014887_1,507.12,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/06/2016,47014888_0,831.55,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014889_1,2922.84,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014890_0,2803.3,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/06/2016,47014891_1,1899.1,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014892_0,939.86,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014895_1,10518.54,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014896_0,880.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014902_0,2115.5,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014903_0,1423.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014904_1,754.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,07/06/2016,47014905_0,943.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014906_1,931.04,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014907_0,895.32,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014908_1,4596.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,07/06/2016,47014909_0,3303.49,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014910_1,789.54,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014911_0,782.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014912_1,986.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014915_0,9860.91,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/06/2016,47014916_1,3189.5,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014918_1,1184.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,07/06/2016,47014919_0,1050.66,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/06/2016,47014925_0,1749.65,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/06/2016,47014926_1,884.38,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014929_0,4671.54,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,07/06/2016,47014932_1,1895,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014933_0,1027.92,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014934_1,1151.12,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,07/06/2016,47014936_1,1539.09,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/06/2016,47014937_0,885.55,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,07/06/2016,47014939_0,516.96,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,07/06/2016,47014940_1,606.9,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/06/2016,47014941_0,592.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014942_1,5592.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014943_0,6181.82,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/06/2016,47014944_1,3151.92,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/06/2016,47014945_0,4211.82,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014946_1,995.29,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/06/2016,47014949_0,861.39,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Materials,D3021,04/05/2016,1027797_0,552.92,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Direct Services,Materials,D3021,04/05/2016,1027798_0,671.59,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Direct Services,Materials,D3021,17/05/2016,1028142_0,550,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Direct Services,Materials,D3021,14/06/2016,1028670_0,849.72,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Community Services,Grants,D3701,01/06/2016,46290040_1,5250,Revenue,20011181,OXFORD INTERNATIONAL LINKS
Oxford City Council,Community Services,Security Services,D3418,24/05/2016,1028657_0,1485.02,Revenue,20011183,SELECT SECURITY & STEWARDING LIMITED
Oxford City Council,Direct Services,Other Miscellaneous Expenses,D3811,04/05/2016,60054938_0,782.25,Revenue,20011185,GRAFFITI REMOVAL LTD
Oxford City Council,Direct Services,Other Miscellaneous Expenses,D3811,21/06/2016,60056988_2,547.5,Revenue,20011185,GRAFFITI REMOVAL LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,24/05/2016,1028509_1,17290,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,24/05/2016,1028510_1,17680,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,24/05/2016,1028529_1,19760,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Direct Services,General Contracted Services,D3401,24/05/2016,60055790_0,1370,Revenue,20011241,AXLE WEIGHT TECHNOLOGY LTD T/A AXTEC
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,21/06/2016,60056985_1,1769,Revenue,20011241,AXLE WEIGHT TECHNOLOGY LTD T/A AXTEC
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,17/05/2016,1028321_0,862.5,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,07/06/2016,1028483_0,862.5,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,01/06/2016,1028578_0,776.25,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,14/06/2016,1028893_0,690,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,07/06/2016,1028972_0,862.5,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Assistant Chief Executive,Temporary Bureau Staffing,A0108,28/06/2016,1029014_0,862.5,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Environmental Sustainability,General Contracted Services,D3401,05/04/2016,1027197_0,1700,Revenue,20011419,EXOVA  (UK) LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,14/06/2016,1027747_1,7338.24,Revenue,20011419,EXOVA  (UK) LTD
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,04/05/2016,47984926_1,1055.2,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,07/06/2016,47985481_1,1800.85,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,14/06/2016,47985635_0,1330.5,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_1,82,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_10,183,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_11,77,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,10/05/2016,46289781_12,42,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_13,42,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_14,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_15,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_16,84,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,10/05/2016,46289781_17,141,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_18,161,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_19,119,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_2,225,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_20,99,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_21,99,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_3,57,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_4,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_5,435,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_6,84,Revenue,20011499,TOPS
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,10/05/2016,46289781_7,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,10/05/2016,46289781_8,561,Revenue,20011499,TOPS
Oxford City Council,Community Services,Consultants Fees,D3411,10/05/2016,46289781_9,57,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_1,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_10,42,Revenue,20011499,TOPS
Oxford City Council,HRA,Consultants Fees,D3411,24/05/2016,46289786_11,183,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,24/05/2016,46289786_12,141,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_13,141,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_14,57,Revenue,20011499,TOPS
Oxford City Council,HRA,Consultants Fees,D3411,24/05/2016,46289786_15,57,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_16,57,Revenue,20011499,TOPS
Oxford City Council,Business Improvement,Consultants Fees,D3411,24/05/2016,46289786_17,99,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_2,198,Revenue,20011499,TOPS
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,24/05/2016,46289786_3,42,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_4,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_5,210,Revenue,20011499,TOPS
Oxford City Council,Community Services,Consultants Fees,D3411,24/05/2016,46289786_6,99,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_7,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,24/05/2016,46289786_8,42,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,24/05/2016,46289786_9,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/06/2016,46290157_1,282,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/06/2016,46290157_2,42,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,28/06/2016,46290157_3,42,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,28/06/2016,46290157_4,84,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/06/2016,46290157_5,141,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/06/2016,46290157_6,42,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,28/06/2016,46290157_7,84,Revenue,20011499,TOPS
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,28/06/2016,46290157_8,141,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,28/06/2016,46290157_9,99,Revenue,20011499,TOPS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,05/04/2016,1027230_0,3000,Capital,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,05/04/2016,1027235_0,1500,Revenue,20011508,D A MILES & SONS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,05/04/2016,1027443_0,4550,Capital,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,10/05/2016,1027444_0,1995,Revenue,20011508,D A MILES & SONS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,10/05/2016,1028286_0,3499,Capital,20011508,D A MILES & SONS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,21/06/2016,1029255_0,4749,Capital,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,14/06/2016,1029256_0,4925,Revenue,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,14/06/2016,1029257_0,850,Revenue,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,28/06/2016,1029417_0,4985,Revenue,20011508,D A MILES & SONS
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,28/06/2016,1029418_0,649,Revenue,20011508,D A MILES & SONS
Oxford City Council,HRA,General Contracted Services,D3401,12/04/2016,1027644_0,575,Revenue,20011523,HERALD CHASE
Oxford City Council,Business Improvement,General Contracted Services,D3401,01/06/2016,1028762_0,879,Revenue,20011523,HERALD CHASE
Oxford City Council,Direct Services,Tools,D3023,05/04/2016,60053361_1,555,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Materials,D3021,05/04/2016,60053362_0,1498.23,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Materials,D3021,19/04/2016,60054316_0,12741.99,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Materials,D3021,01/06/2016,60056140_0,10386.6,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Materials,D3021,28/06/2016,60057291_0,4314.05,Revenue,20011554,MEON LTD
Oxford City Council,Planning & Regulatory,Photocopying/Paper Supplies,D3306,05/04/2016,1027221_0,569.8,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,14/06/2016,1029069_1,970.28,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,14/06/2016,1029073_1,1787.29,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,14/06/2016,1029078_1,948.36,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,14/06/2016,1029081_1,1094.47,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,14/06/2016,1029082_1,1777.8,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Business Improvement,Consultants Fees,D3411,14/06/2016,1029247_0,1563,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Business Improvement,Software Purchase,D3511,24/05/2016,1028616_0,5640.05,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,01/06/2016,1028698_0,35000,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Business Improvement,Software Purchase,D3511,01/06/2016,1028698_1,22835,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Business Improvement,Consultants Fees,D3411,01/06/2016,1028698_2,10631,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Business Improvement,Software Purchase,D3511,21/06/2016,1028985_0,4874.51,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Direct Services,Materials,D3021,14/06/2016,1028631_0,2000,Revenue,20011639,S & C SLATTER LTD
Oxford City Council,Organisational Development,Management Development,A0637,05/04/2016,1027269_0,854.75,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,05/04/2016,1027317_0,812.5,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,10/05/2016,1027786_0,812.5,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Law and Governance,Conferences,D3602,01/06/2016,1028881_1,611.1,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,21/06/2016,1028973_0,712.5,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,14/06/2016,1028976_0,775,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Community Services,Grants,D3701,12/04/2016,46289462_1,4000,Revenue,20011717,OVADA LIMITED
Oxford City Council,Direct Services,"Clearing/Cleaning Gardens, Garage Areas, Alleyways",B1175,05/04/2016,60053465_0,4750,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,General Contracted Services,D3401,17/05/2016,60055464_0,9245,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,17/05/2016,60055465_1,700,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,05/04/2016,60053816_1,1806,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,05/04/2016,60053817_0,1152.6,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,05/04/2016,60053820_1,702.67,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/05/2016,60055108_0,1795,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,04/05/2016,60055109_1,732.67,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,17/05/2016,60055639_1,1309.5,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,17/05/2016,60055640_0,523.8,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,17/05/2016,60055641_1,1154.26,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Short Courses,A0622,17/05/2016,1028429_0,4700,Revenue,20011791,GOVNET COMMUNICATIONS
Oxford City Council,Community Services,Grants,D3701,19/04/2016,46289505_1,700,Revenue,20011833,CUTTESLOWE SENIORS
Oxford City Council,Direct Services,Materials,D3021,04/05/2016,60054943_1,1030,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,17/05/2016,60055468_0,1430,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,Community Services,Advertising & Publicity,D3802,10/05/2016,1028223_0,990,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,Community Services,Advertising & Publicity,D3802,10/05/2016,1028231_0,1540,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,12/04/2016,60054013_0,650,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,12/04/2016,60054014_1,575,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/04/2016,1026568_0,1241,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/04/2016,1026640_0,1350.5,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,05/04/2016,1027208_0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/04/2016,1027209_0,1350.5,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,12/04/2016,1027225_0,1304.88,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,05/04/2016,1027226_0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,10/05/2016,1027491_1,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,10/05/2016,1027492_1,1149.75,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,10/05/2016,1027493_1,1350.5,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,10/05/2016,1027714_1,1732.5,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/05/2016,1027715_0,1058.5,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,10/05/2016,1027920_1,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/05/2016,1027921_0,949,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,17/05/2016,1028109_1,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/05/2016,1028110_0,1350.5,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,24/05/2016,1028221_0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,24/05/2016,1028222_0,1222.75,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,07/06/2016,1028538_0,1732.5,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Advertising & Publicity,D3802,24/05/2016,1028178_0,2780,Revenue,20011928,IMAGE HOUSE ASSOCIATES LTD
Oxford City Council,Law and Governance,Stamp Duty & Other Legal Fees,D3415,24/05/2016,1028452_0,4407.55,Revenue,20012030,THOMSON REUTERS (PROFESSIONAL) UK LTD
Oxford City Council,Community Services,Special Events,D3807,26/04/2016,1027947_0,660,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,Grants,D3701,05/04/2016,46289392_1,2000,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,Grants,D3701,12/04/2016,46289456_1,22000,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,Grants,D3701,01/06/2016,46289984_1,10934,Revenue,20012251,OXFORDSHIRE COMMUNITY VOLUNTARY ACTION (OCVA)
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,24/05/2016,1028499_0,512.5,Revenue,20012304,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD
