Client,Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,Fuel Purchase (Stock),C2003,03/10/2017,47992789 - 0,2854.5,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,03/10/2017,47992790 - 1,3806,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,03/10/2017,47992800 - 1,490,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992803 - 0,118.47,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992803 - 1,85,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992803 - 2,41.33,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992803 - 3,195,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992850 - 1,485,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992852 - 1,947.76,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992853 - 0,1116.26,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992854 - 1,901.76,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992855 - 0,869.76,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992856 - 0,485,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992857 - 1,757.76,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,03/10/2017,47992858 - 0,757.76,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992873 - 1,460.02,Revenue,20008907,FAROL LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992882 - 0,329.02,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992882 - 1,30.59,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992882 - 2,14.5,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992882 - 3,49.8,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992882 - 4,1.52,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992885 - 1,452.39,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992898 - 0,720,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992899 - 1,2450,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992901 - 1,523.52,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992910 - 1,556.61,Revenue,20003145,RP CHERRY & SONS LTD
OCC,Direct Services,General Contracted Services,D3401,10/10/2017,47992914 - 1,5031.97,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,General Contracted Services,D3401,10/10/2017,47992934 - 0,1585,Revenue,20008181,EXECUTIVE ALARMS LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,10/10/2017,47992935 - 1,29491.74,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,10/10/2017,47992937 - 0,500,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47992948 - 1,41440,Capital,20019654,D A HUGHES FORESTRY
OCC,Direct Services,Materials,D3021,10/10/2017,47992951 - 0,460,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47992951 - 1,460,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,General Contracted Services,D3401,10/10/2017,47993005 - 1,724.24,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993006 - 0,7830,Capital,20019378,SOMERFORD EQUIPMENT LIMITED
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993007 - 1,10600,Capital,20019206,LISTER WILDER LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993008 - 0,6151,Capital,20019206,LISTER WILDER LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993009 - 1,65536,Capital,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993009 - 2,574,Capital,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993009 - 3,1722,Capital,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993009 - 4,220,Capital,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,General Contracted Services,D3401,10/10/2017,47993010 - 0,1695,Revenue,20018546,JAAMA LTD
OCC,Direct Services,Main Contractor,Y021,10/10/2017,47993011 - 1,83495.56,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47993019 - 1,235,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,10/10/2017,47993019 - 2,210,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993021 - 1,1036.25,Revenue,20007941,VOLVO TRUCK & BUS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993022 - 0,286.2,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993022 - 1,286.2,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993022 - 2,169.6,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993022 - 3,44.52,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993022 - 4,10,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993025 - 1,647.6,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Furniture & Equipment Purchase,D3001,17/10/2017,47993026 - 0,452,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,General Contracted Services,D3401,17/10/2017,47993028 - 0,487.5,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,General Contracted Services,D3401,17/10/2017,47993029 - 1,673,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Materials,D3021,17/10/2017,47993032 - 0,1002.92,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993040 - 0,508.64,Revenue,20019219,FARID HILLEND ENGINEERING LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993040 - 1,16,Revenue,20019219,FARID HILLEND ENGINEERING LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993043 - 0,847.72,Revenue,20002339,OXFORD PAINT SERVICES
OCC,Direct Services,Other Licences And Fees,C2203,17/10/2017,47993053 - 1,572.25,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,17/10/2017,47993053 - 2,6.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,17/10/2017,47993053 - 3,15,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 1,225,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 2,29,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 3,98,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 4,15.93,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 5,25,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993062 - 6,25,Revenue,20017028,MASTERTECH TOOLS LIMITED
OCC,Direct Services,Materials,D3021,17/10/2017,47993110 - 0,467.8,Revenue,20018857,GROUP TYRE WHOLESALE LTD
OCC,Direct Services,Materials,D3021,17/10/2017,47993121 - 0,1748,Revenue,20019378,SOMERFORD EQUIPMENT LIMITED
OCC,Direct Services,Short Term Vehicle Hire,C2304,17/10/2017,47993123 - 0,691.3,Revenue,20006888,NORTHGATE VEHICLE HIRE LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,17/10/2017,47993124 - 1,610.08,Revenue,20006888,NORTHGATE VEHICLE HIRE LTD
OCC,Direct Services,Fuel Systems Maintenance,D3338,24/10/2017,47993145 - 0,1108,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 0,131.91,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 1,86,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 2,206.99,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 3,148,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 4,8.6,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 5,18.52,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 6,550.25,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993159 - 7,64,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993193 - 0,375.46,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993193 - 1,485,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993206 - 1,500.43,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993207 - 0,423.31,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 1,432.81,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 2,14.83,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 3,29.97,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 4,45.56,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 5,16.06,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993212 - 6,20,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Main Contractor,Y021,24/10/2017,47993216 - 1,14200,Capital,20016424,RIKO UK LTD
OCC,Direct Services,Other Licences And Fees,C2203,24/10/2017,47993222 - 1,809.31,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Materials,D3021,24/10/2017,47993225 - 0,4634.3,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993227 - 0,452.51,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993227 - 1,41.94,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993227 - 2,20.59,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993228 - 1,882.12,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,24/10/2017,47993228 - 2,20,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,31/10/2017,47993244 - 0,1520,Revenue,20013535,ARC AGRICULTURAL ENGINEERS LTD
OCC,Direct Services,Veh.maint direct purchase,D3031,31/10/2017,47993244 - 1,97,Revenue,20013535,ARC AGRICULTURAL ENGINEERS LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,31/10/2017,47993245 - 1,1800,Revenue,20013535,ARC AGRICULTURAL ENGINEERS LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,31/10/2017,47993246 - 0,560,Revenue,20013535,ARC AGRICULTURAL ENGINEERS LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,31/10/2017,47993260 - 0,528,Revenue,20007929,BUDGET FORKTRUCKS LTD
OCC,Direct Services,Materials,D3021,31/10/2017,47993261 - 1,1785,Revenue,20002387,AEBI SCHMIDT UK LTD
OCC,Direct Services,Plant Purchase,C2002,31/10/2017,47993288 - 0,497,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
OCC,Direct Services,Plant Purchase,C2002,31/10/2017,47993288 - 1,597,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
OCC,Direct Services,Materials,D3021,31/10/2017,47993289 - 1,6257.57,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,31/10/2017,47993291 - 0,504,Revenue,20007929,BUDGET FORKTRUCKS LTD
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993292 - 1,13500.68,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993292 - 2,285,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993292 - 3,3318.01,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993293 - 0,13500.67,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993293 - 1,285,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993293 - 2,1082.5,Capital,20002134,HARTWELL FORD KIDLINGTON
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993294 - 1,828.54,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Main Contractor,Y021,31/10/2017,47993304 - 1,751,Capital,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,31/10/2017,47993349 - 1,485,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,31/10/2017,47993350 - 0,577,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Materials,D3021,31/10/2017,47993358 - 0,333.71,Revenue,20013677,ALLEN FORD
OCC,Direct Services,Materials,D3021,31/10/2017,47993358 - 1,54.74,Revenue,20013677,ALLEN FORD
OCC,Direct Services,Materials,D3021,31/10/2017,47993358 - 2,35.13,Revenue,20013677,ALLEN FORD
OCC,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,31/10/2017,47993361 - 1,502.5,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,General Contracted Services,D3401,31/10/2017,47993362 - 0,972.18,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Other Licences And Fees,C2203,31/10/2017,47993363 - 1,1603.2,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Other Licences And Fees,C2203,31/10/2017,47993363 - 2,1839.6,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Other Licences And Fees,C2203,31/10/2017,47993363 - 3,792.2,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
OCC,Direct Services,Materials,D3021,31/10/2017,47993368 - 0,490,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993406 - 0,560,Revenue,20011077,EURO CAR PARTS SWINDON
OCC,Direct Services,Materials,D3021,07/11/2017,47993406 - 1,109.95,Revenue,20011077,EURO CAR PARTS SWINDON
OCC,Direct Services,Materials,D3021,07/11/2017,47993407 - 1,560,Revenue,20011077,EURO CAR PARTS SWINDON
OCC,Direct Services,Materials,D3021,07/11/2017,47993407 - 2,99.95,Revenue,20011077,EURO CAR PARTS SWINDON
OCC,Direct Services,Materials,D3021,07/11/2017,47993411 - 1,13.16,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993411 - 2,59.35,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993411 - 3,3.23,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993411 - 4,23.84,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993411 - 5,475.65,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993415 - 1,530,Capital,20019206,LISTER WILDER LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993418 - 0,686.88,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993419 - 1,1101.74,Revenue,20007929,BUDGET FORKTRUCKS LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993425 - 0,1921.86,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993429 - 0,60362.95,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993429 - 1,3774.72,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993430 - 0,680,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993432 - 0,60362.95,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Main Contractor,Y021,07/11/2017,47993432 - 1,3774.72,Capital,20008790,HAKO MACHINES LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993442 - 0,47.57,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993442 - 1,453.43,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993442 - 2,453.43,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993451 - 0,344.5,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993451 - 1,344.5,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,07/11/2017,47993504 - 0,903.9,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993550 - 1,443.18,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,14/11/2017,47993550 - 2,15,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,14/11/2017,47993554 - 1,5331.09,Revenue,20002435,P A TURNEY LTD
OCC,Direct Services,Main Contractor,Y021,14/11/2017,47993563 - 0,12699,Capital,20019707,TRAFALGAR CLEANING EQUIPMENT LTD
OCC,Direct Services,Main Contractor,Y021,14/11/2017,47993563 - 1,374,Capital,20019707,TRAFALGAR CLEANING EQUIPMENT LTD
OCC,Direct Services,Main Contractor,Y021,14/11/2017,47993563 - 2,999,Capital,20019707,TRAFALGAR CLEANING EQUIPMENT LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993564 - 0,195,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993564 - 1,141,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993564 - 2,220,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Other Licences And Fees,C2203,14/11/2017,47993568 - 0,567,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,14/11/2017,47993568 - 1,32.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,14/11/2017,47993568 - 2,5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Other Licences And Fees,C2203,14/11/2017,47993568 - 3,5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,14/11/2017,47993571 - 1,1380,Revenue,20013886,RACE INDUSTRIAL (PRODUCTS) LTD
OCC,Direct Services,Fuel Purchase (Stock),C2003,14/11/2017,47993572 - 0,32496.78,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,14/11/2017,47993573 - 1,2947.28,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,14/11/2017,47993574 - 0,32708.45,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Fuel Purchase (Stock),C2003,14/11/2017,47993575 - 1,1911.2,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 0,531.74,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 1,59.85,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 2,56.7,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 3,123.5,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 4,224,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993576 - 5,15.68,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993577 - 1,520,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993578 - 0,179.55,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993578 - 1,56.7,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993578 - 2,363.83,Revenue,20015455,HEATHROW TRUCK  CENTRE LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993586 - 1,472,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993604 - 0,388.44,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993604 - 1,84.96,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,14/11/2017,47993618 - 0,1609,Revenue,20015380,VEHICLE WEIGHING SOLUTIONS LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,14/11/2017,47993633 - 0,691.3,Revenue,20006888,NORTHGATE VEHICLE HIRE LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,14/11/2017,47993634 - 1,610.08,Revenue,20006888,NORTHGATE VEHICLE HIRE LTD
OCC,Direct Services,Materials,D3021,21/11/2017,47993643 - 1,500,Revenue,20008907,FAROL LTD
OCC,Direct Services,General Contracted Services,D3401,21/11/2017,47993644 - 0,6819.44,Revenue,20017042,BANDVULC TRUCK TYRES
OCC,Direct Services,Materials,D3021,21/11/2017,47993650 - 0,451.15,Revenue,20002241,HURLEY INDUSTRIAL CLEANING EQU
OCC,Direct Services,Fuel Purchase (Stock),C2003,21/11/2017,47993679 - 1,2911.8,Revenue,20011436,PACE FUEL CARE
OCC,Direct Services,Materials,D3021,21/11/2017,47993684 - 0,19.71,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,21/11/2017,47993684 - 1,416.64,Revenue,20010430,TERBERG MATEC UK LTD
OCC,Direct Services,Materials,D3021,21/11/2017,47993706 - 1,485,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,General Contracted Services,D3401,21/11/2017,47993745 - 0,903.77,Revenue,20018111,JOHNSONS APPARELMASTER PLC
OCC,Direct Services,Furniture & Equipment Purchase,D3001,28/11/2017,47993753 - 0,7950,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
OCC,Direct Services,Materials,D3021,28/11/2017,47993754 - 1,305.5,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993754 - 2,195,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993754 - 3,330,Revenue,20017847,N A BROWN LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993773 - 0,782.68,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993773 - 1,50,Revenue,20005675,ECON ENGINEERING LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993791 - 0,410,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,28/11/2017,47993791 - 1,210,Revenue,20002444,UNIVERSAL TRUCK&TRAILER PARTS
OCC,Direct Services,Materials,D3021,28/11/2017,47993795 - 0,593.79,Revenue,20002241,HURLEY INDUSTRIAL CLEANING EQU
OCC,Direct Services,Materials,D3021,28/11/2017,47993803 - 0,617.45,Revenue,20002168,DENNIS EAGLE LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993807 - 0,2440,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993807 - 1,2310,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993807 - 2,1880,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993808 - 1,1185,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Materials,D3021,28/11/2017,47993808 - 2,2550,Revenue,20002198,FRENCO SERVICE REPLACMNTS LTD
OCC,Direct Services,Short Term Vehicle Hire,C2304,05/12/2017,47993865 - 0,528,Revenue,20007929,BUDGET FORKTRUCKS LTD
OCC,Direct Services,Main Contractor,Y021,05/12/2017,47993866 - 1,563.76,Capital,20014043,CMS SUPATRAK LTD
OCC,Direct Services,Materials,D3021,05/12/2017,47993877 - 1,691.76,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Materials,D3021,05/12/2017,47993877 - 2,75,Revenue,20002033,Green Machines Sweepers UK Ltd
OCC,Direct Services,Plant Purchase,C2002,05/12/2017,47993878 - 0,3295,Revenue,20012358,RT MACHINERY LTD
OCC,Direct Services,Plant Purchase,C2002,05/12/2017,47993879 - 1,1329,Revenue,20012358,RT MACHINERY LTD
