body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,Type,supplier_id,supplier_name
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,31/12/2014,47978219_1,60,Revenue,20009768,M.T.S.(SALES) LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028571_2,504,Revenue,20009785,THE HELPING HAND COMPANY
Oxford City Council,Suspense,Materials,D3021   ,18/11/2014,60028871_1,661.5,Revenue,20009785,THE HELPING HAND COMPANY
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,16/12/2014,46284147_1,4000,Revenue,20009795,ETHNIC MINORITY BUSINESS SERVICE
Oxford City Council,Direct Services,Materials,D3021   ,18/11/2014,60028874_1,2873,Revenue,20009834,WATCO UK LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,07/10/2014,60026682_1,525,Revenue,20009896,VISION SECURE LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,07/10/2014,60026701_1,578,Revenue,20009896,VISION SECURE LIMITED
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,14/10/2014,46283377_1,5400,Revenue,20009918,OXFORDSHIRE COUNTY COUNCIL
Oxford City Council,Housing and Property,Short Courses,A0622,04/11/2014,1010061_1,1950,Revenue,20009937,CONSTRUCTION STUDY CENTRE LTD
Oxford City Council,Direct Services,Rent,B1701,09/12/2014,1011381_1,179122.52,Revenue,20009954,NUFFIELD COLLEGE
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,07/10/2014,1008922_1,1650,Revenue,20010039,MARRIOTTS
Oxford City Council,HRA,Consultants Fees,D3411,18/11/2014,1010105_1,1765,Revenue,20010039,MARRIOTTS
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,09/12/2014,1010797_1,1630,Revenue,20010039,MARRIOTTS
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,23/12/2014,1011307_1,1661.5,Revenue,20010039,MARRIOTTS
Oxford City Council,Regeneration and Major Projects Team,General Contracted Services,D3401,21/10/2014,46283488_1,12500,Revenue,20010039,MARRIOTTS
Oxford City Council,"Policy, Culture and Communication",Grants/Donations/Contributions,K9141,28/10/2014,46283566_1,1890,Revenue,20010061,MAGDALEN ROAD STUDIOS
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,31/12/2014,46281081_1,19385,Revenue,20010077,"BLACKBIRD LEYS N""HOOD SUPPORT SCHEME"
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,11/11/2014,46283741_1,800,Revenue,20010101,OXFORD WHEELS PROJECT
Oxford City Council,Customer Services,General Contracted Services,D3401,14/10/2014,1009270_1,7141.25,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Customer Services,General Contracted Services,D3401,04/11/2014,1009866_1,12902.25,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement & Technology,Vehicle Management System,D3515,25/11/2014,1010242_1,1450,Revenue,20010153,CIVICA UK LTD
Oxford City Council,HRA,Servitor,D3508,16/12/2014,1010630_1,6887.5,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Customer Services,General Contracted Services,D3401,09/12/2014,1010805_1,15678.5,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement & Technology,Vehicle Management System,D3515,31/12/2014,1011477_1,6800,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement & Technology,Main Contractor,Y021,31/12/2014,1011478_1,3527.5,Capital,20010153,CIVICA UK LTD
Oxford City Council,Housing and Property,Grants,D3701,28/10/2014,46283519_1,13200,Revenue,20010170,CONNECTION OXFORD LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,04/11/2014,46283679_1,4000,Revenue,20010170,CONNECTION OXFORD LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,25/11/2014,46283902_1,4000,Revenue,20010170,CONNECTION OXFORD LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,25/11/2014,46283903_1,4000,Revenue,20010170,CONNECTION OXFORD LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,31/12/2014,46280864_1,3750,Revenue,20010187,OSARCC
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,14/10/2014,60027125_2,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/11/2014,60027868_1,798,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/11/2014,60028089_2,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,25/11/2014,60028959_1,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,25/11/2014,60028960_0,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,04/12/2014,60029242_2,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,16/12/2014,60030101_1,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,23/12/2014,60030527_1,575.13,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,21/10/2014,60027231_2,577.35,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,21/10/2014,60027235_2,609.9,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,21/10/2014,60027238_0,738,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,21/10/2014,60027241_2,1251.5,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,07/10/2014,46283325_1,765,Revenue,20010340,JERICHO COMMUNITY ASSOCIATION
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,07/10/2014,1009137_1,1016,Revenue,20010377,SPORTY-CO
Oxford City Council,"Leisure, Parks & Communities",Postage & Carriage,D3501,07/10/2014,1009137_2,180,Revenue,20010377,SPORTY-CO
Oxford City Council,Direct Services,Subscriptions,D3703   ,14/10/2014,60027048_1,990,Revenue,20010404,LOO OF THE YEAR AWARDS
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,14/10/2014,1009361_1,2025,Revenue,20010426,OXFORD REAL LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,28/10/2014,1009939_1,25000,Revenue,20010426,OXFORD REAL LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,28/10/2014,1009976_1,25025,Revenue,20010426,OXFORD REAL LIMITED
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,25/11/2014,47977663_1,515.26,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,25/11/2014,47977663_2,29,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,31/12/2014,48021097_1,923,Capital,20010433,IDEAL FLOORING (OXFORD) LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,04/12/2014,60029340_1,965,Revenue,20010433,IDEAL FLOORING (OXFORD) LTD
Oxford City Council,Law and Governance,Short Courses,A0622,23/12/2014,1011410_1,715,Revenue,20010482,THE ASSOCIATION OF ELECTORAL ADMINSTRATORS
Oxford City Council,Law and Governance,Short Courses,A0622,23/12/2014,1011500_1,715,Revenue,20010482,THE ASSOCIATION OF ELECTORAL ADMINSTRATORS
Oxford City Council,Business Improvement & Technology,Main Contractor,Y021,28/10/2014,1009570_1,3850,Capital,20010534,XMA LIMITED
Oxford City Council,Customer Services,General Stationery Supplies,D3301,23/12/2014,46284048_1,453.66,Revenue,20010534,XMA LIMITED
Oxford City Council,Housing and Property,General Stationery Supplies,D3301,23/12/2014,46284048_2,159.98,Revenue,20010534,XMA LIMITED
Oxford City Council,Direct Services,General Stationery Supplies,D3301,23/12/2014,46284048_3,133.8,Revenue,20010534,XMA LIMITED
Oxford City Council,Direct Services,General Stationery Supplies,D3301,23/12/2014,46284048_4,96.06,Revenue,20010534,XMA LIMITED
Oxford City Council,"Leisure, Parks & Communities",Materials,D3021,21/10/2014,1009443_1,4993.5,Revenue,20010599,GB SPORT & LEISURE UK LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,14/10/2014,1009484_1,4680,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,25/11/2014,1010650_1,5010,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,25/11/2014,1010651_1,4920,Revenue,20010650,MR J KEOWN
Oxford City Council,Law and Governance,Contract Printing (External),D3303,28/10/2014,1009802_1,23570.02,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Law and Governance,Contract Printing (External),D3303,28/10/2014,1010028_1,524.76,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Law and Governance,Contract Printing (External),D3303,31/12/2014,1011883_1,945.66,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,21/10/2014,1009544_1,1175,Revenue,20010837,DICK RUDMAN
Oxford City Council,Environmental Development,General Contracted Services,D3401,28/10/2014,1009872_1,1095,Revenue,20010837,DICK RUDMAN
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,25/11/2014,46283900_1,2300,Revenue,20010898,CLUTTONS
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,25/11/2014,46283901_1,7350,Revenue,20010898,CLUTTONS
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees,D3411,23/12/2014,46284066_1,2295,Revenue,20010898,CLUTTONS
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,04/12/2014,1010904_1,4545,Capital,20010915,RMD BUILDERS LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,28/10/2014,46283557_1,14086.25,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Housing and Property,Grants,D3701,28/10/2014,46283558_1,15129.75,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,HRA,Gas,B1502,11/11/2014,1009412_1,711.93,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,14/10/2014,1009416_1,1098.07,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,14/10/2014,1009419_1,865.19,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,14/10/2014,1009421_1,1289.28,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,14/10/2014,1009426_1,2278.67,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,14/10/2014,1009427_1,700.44,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,14/10/2014,1009428_1,1127.82,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,14/10/2014,1009429_1,1954.12,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,21/10/2014,1009739_1,2066.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,21/10/2014,1009744_1,828.08,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/10/2014,1009751_1,680.19,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,21/10/2014,1009753_1,1078.24,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,21/10/2014,1009755_1,2165.17,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/10/2014,1009756_1,687.64,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/10/2014,1009758_1,1190.58,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,21/10/2014,1009759_1,1177.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/10/2014,1009760_1,920.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,21/10/2014,1009763_1,2087.1,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,21/10/2014,1009837_1,2665.08,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,21/10/2014,1009839_1,3187.59,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,21/10/2014,1009840_1,3353.23,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,21/10/2014,1009841_1,8601.72,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,21/10/2014,1009842_1,3342.9,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,21/10/2014,1009843_1,5607.55,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,28/10/2014,1009869_1,10236.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,04/11/2014,1009945_1,653.95,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,04/11/2014,1009946_1,1251.86,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/10/2014,1009948_1,1633.13,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,28/10/2014,1009949_1,2852.27,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,28/10/2014,1009950_1,1847.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,28/10/2014,1009951_1,1235.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,28/10/2014,1009952_1,1066.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,18/11/2014,1010653_1,1883.58,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010717_1,869.9,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010718_1,736.96,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,18/11/2014,1010720_1,1351.9,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,18/11/2014,1010723_1,3375.14,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010724_1,582.18,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,18/11/2014,1010725_1,1427.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010730_1,574.76,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,18/11/2014,1010731_1,2927.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010732_1,851.2,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,18/11/2014,1010733_1,658.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,25/11/2014,1010735_1,1108.31,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,18/11/2014,1010736_1,2320.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,25/11/2014,1010819_1,3459.07,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010820_1,8008.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,25/11/2014,1010821_1,4238.04,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,25/11/2014,1010822_1,5892.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010823_1,525.5,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,25/11/2014,1010827_1,3883.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,25/11/2014,1010828_1,9720.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,25/11/2014,1010829_1,2936.56,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,25/11/2014,1010830_1,650.58,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010831_1,3223.26,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010833_1,12796.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,25/11/2014,1010841_1,3379.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010848_1,1154.9,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,25/11/2014,1010849_1,2652.66,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,25/11/2014,1010914_1,910.39,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,04/12/2014,1010916_1,1860.97,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,25/11/2014,1010917_1,3290.5,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,25/11/2014,1010919_1,1445.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,04/12/2014,1011017_1,1659.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,16/12/2014,1011357_1,1365.54,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,09/12/2014,1011379_1,3368.7,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,16/12/2014,1011513_1,4017.15,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,16/12/2014,1011514_1,8688.86,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,16/12/2014,1011515_1,4283.4,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,16/12/2014,1011516_1,5823.63,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,16/12/2014,1011519_1,3309.58,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,16/12/2014,1011520_1,2870.46,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,16/12/2014,1011521_1,964.38,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,16/12/2014,1011522_1,8998.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,16/12/2014,1011535_1,626.4,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,16/12/2014,1011536_1,4138.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,16/12/2014,1011537_1,1146.3,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011541_1,1350.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011542_1,1584.17,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011543_1,637.24,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011544_1,1846.32,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011546_1,877.74,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011547_1,1638.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011548_1,877.64,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011549_1,1296.02,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011550_1,3790.94,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011551_1,1015.7,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Gas,B1502,16/12/2014,1011553_1,2178.97,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,23/12/2014,1011574_1,1083.25,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,23/12/2014,1011736_1,938.89,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,23/12/2014,1011737_1,1782.38,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,23/12/2014,1011738_1,1752.61,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,"Leisure, Parks & Communities",Electricity,B1501,23/12/2014,1011739_1,3110.21,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,23/12/2014,1011741_1,1369.4,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Environmental Development,Materials,D3021,16/12/2014,1010912_1,840.5,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,04/12/2014,60029252_2,1405.5,Revenue,20011185,GRAFFITI REMOVAL LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,25/11/2014,1010742_1,17290,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/12/2014,1011563_1,15210,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/12/2014,1011576_1,19760,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,21/10/2014,46283280_1,1425,Revenue,20011374,Redacted Personal Data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,14/10/2014,46283366_1,925,Revenue,20011374,Redacted Personal Data
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,14/10/2014,46283369_1,600,Revenue,20011374,Redacted Personal Data
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,31/12/2014,60030945_0,680,Revenue,20011395,CHERWELL DOORS
Oxford City Council,HRA,Main Contractor,Y021,07/10/2014,1009278_1,600,Capital,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,"Leisure, Parks & Communities",Fuel Oil,B1503,09/12/2014,1011219_1,1282.2,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,14/10/2014,47977048_0,2222.2,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,"Petrol, Diesel & Oil",C2201   ,21/10/2014,47977170_2,2340.77,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,04/11/2014,47977397_0,3429.03,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,31/12/2014,47978181_0,2791.27,Revenue,20011436,PACE FUEL CARE
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,07/10/2014,1008914_1,3000,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,14/10/2014,1009513_1,3000,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,04/11/2014,1009648_1,3000,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,21/10/2014,1009851_1,2940,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,16/12/2014,1011538_1,3000,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,"Policy, Culture and Communication",Main Contractor,Y021,16/12/2014,1011575_1,3000,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,21/10/2014,1009511_1,900,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,11/11/2014,1010019_1,900,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/12/2014,1011555_1,900,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/12/2014,1011558_1,900,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Direct Services,Consultants Fees,D3411,07/10/2014,46283295_1,55,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,07/10/2014,46283295_2,175,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,07/10/2014,46283295_3,200,Revenue,20011499,TOPS
