Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Business Improvement & Technology,Software Maintenance/Running Costs,D3513,27/08/2014,1008496_1,960.58,Revenue,20007875,MIDLAND HR
Oxford City Council,Business Improvement & Technology,Software Maintenance/Running Costs,D3513,02/09/2014,1008564_1,19500,Revenue,20007875,MIDLAND HR
Oxford City Council,Business Improvement & Technology,Software Maintenance/Running Costs,D3513,02/09/2014,1008632_1,14715.22,Revenue,20007875,MIDLAND HR
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,09/09/2014,1008477_1,4264.95,Revenue,20007881,RICOH UK LTD
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,19/08/2014,60024532_1,546.84,Revenue,20007930,PROTEUS EQUIPMENT LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/07/2014,60022529_0,599,Revenue,20007931,TRAVIS PERKINS TRADING CO LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,23/09/2014,60026191_1,3400,Revenue,20007931,TRAVIS PERKINS TRADING CO LTD
Oxford City Council,HRA,Replacement Furniture,D3003,01/07/2014,1006659_1,1204.97,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,01/07/2014,1006660_1,1070,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,01/07/2014,1006977_1,2139.68,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_2,44.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_3,210,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_4,189,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_5,220,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_6,410,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_7,328.77,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007080_8,106.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_1,162.28,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_10,189,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_11,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_12,503.64,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_13,173.48,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_14,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_2,156.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_3,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_4,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_5,318,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_6,130,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_7,498,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_8,279,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007081_9,235,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_10,201.46,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_11,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_12,95.13,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_13,61.56,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_3,210,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_4,279,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_5,80,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_6,120,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_7,280,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_8,360,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007147_9,296.59,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007149_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007149_2,210,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007149_3,378,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007149_4,280,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007149_5,360,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_1,139.9,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_2,184.67,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_3,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_4,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_5,380,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_6,290,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_7,410,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007150_8,318.97,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,08/07/2014,1007165_1,1344.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_1,128.71,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_2,35,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_3,220,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_4,383.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_5,307.78,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_6,419.7,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_7,240.63,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007296_8,139.9,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_1,309.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_2,44.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_3,175,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_4,302.18,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_5,89.54,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007297_6,149,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007348_1,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007348_2,156.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007348_3,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,15/07/2014,1007348_4,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_1,251.82,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_10,402.91,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_11,156.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_2,156.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_3,349.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_4,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_5,210,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_6,24,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_7,120,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_8,312,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007404_9,307.78,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007474_1,1234.65,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007475_1,1262.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,22/07/2014,1007476_1,2729.61,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007632_1,576.39,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007696_1,2075.58,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_1,220,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_2,450,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_3,201.46,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_4,240.63,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_5,167.88,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,29/07/2014,1007699_6,128.71,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007836_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007836_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007836_3,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007836_4,128.71,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007836_5,179.07,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_1,485,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_10,5.98,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_11,46.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_12,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_13,139,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_14,210,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_15,24,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_2,150,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_3,263.01,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_4,106.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_5,263.01,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_6,115,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_7,80,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_8,60,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,05/08/2014,1007856_9,5.98,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,12/08/2014,1008036_1,2382.64,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,12/08/2014,1008037_1,1933.7,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008172_1,856.18,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_1,349.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_2,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_3,380,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_4,279,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_5,378,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_6,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_7,268.61,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_8,313.38,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008176_9,246.22,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008187_1,2071.73,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008188_1,2052.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008291_1,1593.8,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,19/08/2014,1008292_1,2300.49,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,27/08/2014,1008389_1,220,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,27/08/2014,1008389_2,280,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,27/08/2014,1008389_3,279.8,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,27/08/2014,1008389_4,106.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Replacement Furniture,D3003,27/08/2014,1008389_5,240.63,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,27/08/2014,1008394_1,1748.85,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,27/08/2014,1008508_1,420,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,27/08/2014,1008508_2,55,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,27/08/2014,1008508_3,279,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,27/08/2014,1008508_4,189,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008675_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008675_2,405.71,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008675_3,380.53,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008675_4,111.92,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008675_5,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_1,349.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_2,44.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_3,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_4,352.55,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_5,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_6,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,09/09/2014,1008676_7,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,16/09/2014,1008867_1,275,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,16/09/2014,1008867_2,307.78,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,16/09/2014,1008867_3,397.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,16/09/2014,1008867_4,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,16/09/2014,1008867_5,151.09,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
