body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,caporrev,supplier_id,supplier_name
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_11,200.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_12,150.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_13,180.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_2,50.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_3,75.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_4,75.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_5,175.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_6,562.50,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_8,280.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983826_9,2030.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_0,8321.70,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_1,25.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_10,200.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_11,150.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_12,180.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_2,50.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_3,75.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_4,75.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_5,175.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_6,562.50,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_7,280.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_8,2030.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Direct Services,Main Contractor,Y021,16/02/2016,47983827_9,75.00,Capital,20011357,BRISTOL STREET MOTORS GLOUCESTER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,29/03/2016,46289030_1,546.00,Revenue,20011374,Redacted personal data
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,19/01/2016,60049338_1,970.00,Revenue,20011395,CHERWELL DOORS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,15/03/2016,60052663_1,925.00,Revenue,20011395,CHERWELL DOORS
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,22/03/2016,60052817_0,23465.00,Revenue,20011395,CHERWELL DOORS
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,12/01/2016,1024870_1,685.24,Revenue,20011406,HAYS SPECIALIST RECRUITMENT LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,09/02/2016,1025636_1,746.24,Revenue,20011419,EXOVA  (UK) LTD
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,19/01/2016,47983392_2,1192.80,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003   ,19/01/2016,47983393_0,2526.42,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,22/03/2016,47984377_1,1401.23,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,22/03/2016,47984378_0,4927.04,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,22/03/2016,46289159_1,921.18,Revenue,20011479,LEE  &  LINDARS  (OXFORD)  LTD.
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_1,84.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,26/01/2016,46288438_10,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_11,168.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_12,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_13,80.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_14,57.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,26/01/2016,46288438_15,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_2,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_3,198.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_4,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_5,126.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_6,42.00,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,26/01/2016,46288438_7,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_8,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,26/01/2016,46288438_9,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_1,218.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,23/02/2016,46288747_10,20.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_11,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_12,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_13,141.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,23/02/2016,46288747_14,84.00,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,23/02/2016,46288747_15,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_16,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_17,57.00,Revenue,20011499,TOPS
Oxford City Council,Partnerships Team,Consultants Fees,D3411,23/02/2016,46288747_18,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_2,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_3,104.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_4,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_5,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_6,20.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_7,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_8,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,23/02/2016,46288747_9,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_1,351.00,Revenue,20011499,TOPS
Oxford City Council,Financial Services,Consultants Fees,D3411,15/03/2016,46289003_10,84.00,Revenue,20011499,TOPS
Oxford City Council,Housing and Property,Consultants Fees,D3411,15/03/2016,46289003_11,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_12,140.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_13,84.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_14,183.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_15,20.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_16,99.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_17,141.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_2,42.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_3,141.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_4,156.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_5,210.00,Revenue,20011499,TOPS
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,15/03/2016,46289003_6,57.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_7,171.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_8,62.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,15/03/2016,46289003_9,42.00,Revenue,20011499,TOPS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/03/2016,1026973_0,1350.00,Capital,20011508,D A MILES & SONS
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,22/03/2016,1026974_0,1500.00,Revenue,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,22/03/2016,1026975_0,9950.00,Revenue,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,19/01/2016,46288533_1,3998.00,Revenue,20011508,D A MILES & SONS
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,23/02/2016,46288792_1,1950.00,Revenue,20011508,D A MILES & SONS
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,19/01/2016,48021441_1,4495.00,Capital,20011508,D A MILES & SONS
Oxford City Council,Business Improvement,General Contracted Services,D3401,08/03/2016,1026356_0,879.00,Revenue,20011523,HERALD CHASE
Oxford City Council,Direct Services,Materials,D3021,22/03/2016,60052830_1,1291.95,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Sign Shop Materials,D3018,22/03/2016,60052940_1,2418.85,Revenue,20011554,MEON LTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,23/02/2016,1025875_1,1417.45,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,01/03/2016,1026190_1,720.00,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Hardware Purchase,D3520,08/03/2016,1026191_1,1089.33,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,08/03/2016,1026492_1,1607.16,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,15/03/2016,1026628_1,609.81,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,15/03/2016,1026630_1,1618.85,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,15/03/2016,1026631_1,1404.26,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,15/03/2016,1026632_1,837.41,Revenue,20011588,CANON (UK) lTD
Oxford City Council,Business Improvement,General Contracted Services,D3401,29/01/2016,1025067_1,4475.13,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Financial Services,General Contracted Services,D3401,08/03/2016,1025931_0,800.00,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Business Improvement,General Contracted Services,D3401,01/03/2016,1026088_1,7930.52,Revenue,20011589,CAPITA BUSINESS SERVICES LTD
Oxford City Council,Housing and Property,Subscriptions,D3703,29/03/2016,1026665_0,1288.00,Revenue,20011643,BSI
Oxford City Council,Organisational Development,Management Development,A0637,26/01/2016,1025243_1,854.75,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,15/03/2016,1026276_0,854.75,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Organisational Development,Management Development,A0637,29/03/2016,1027029_0,854.75,Revenue,20011651,UNIVERSITY OF OXFORD
Oxford City Council,Community Services,General Contracted Services,D3401,23/02/2016,46288832_1,5000.00,Revenue,20011696,THE OXFORD TRUST
Oxford City Council,Community Services,Special Events,D3807,26/01/2016,1025127_1,1800.00,Revenue,20011717,OVADA LIMITED
Oxford City Council,Community Services,Special Events,D3807,22/03/2016,1026863_0,900.00,Revenue,20011717,OVADA LIMITED
Oxford City Council,Community Services,Grants,D3701,15/03/2016,46289043_1,500.00,Revenue,20011717,OVADA LIMITED
Oxford City Council,Law and Governance,Conferences,D3602,09/02/2016,1025538_1,660.80,Revenue,20011733,OXFORD SAID BUSINESS SCHOOL LTD
Oxford City Council,Direct Services,Short Courses,A0622,09/02/2016,1025575_0,2555.00,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Short Courses,A0622,23/02/2016,1025991_0,735.00,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,HRA,Environmental Open Space Improvements,B1003,12/01/2016,60048803_1,1545.00,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,12/01/2016,60049044_0,3015.00,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,19/01/2016,60049431_0,640.00,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,09/02/2016,60050540_1,785.70,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,09/02/2016,60050542_0,523.80,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Oxford City Council,Direct Services,Materials,D3021,26/01/2016,60049605_1,1030.00,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,HRA,Engineering Internal Works,B1302,23/02/2016,60051352_1,16260.00,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,Direct Services,Street Furniture,B1014,01/03/2016,60051493_0,830.00,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,HRA,Engineering Internal Works,B1302,15/03/2016,60052254_1,8130.00,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,HRA,Engineering Internal Works,B1302,15/03/2016,60052255_0,8130.00,Revenue,20011854,OXFORD FABRICATION LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,19/01/2016,60049304_1,840.00,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,16/02/2016,60050720_0,840.00,Revenue,20011917,PASSION   RADIO OXFORD LTD
Oxford City Council,HRA,Main Contractor,Y021,12/01/2016,1024875_1,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,26/01/2016,1024876_1,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/02/2016,1024877_1,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,29/01/2016,1025058_1,1837.50,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,29/01/2016,1025059_1,629.63,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/02/2016,1025195_1,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,23/02/2016,1025717_1,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,23/02/2016,1025718_1,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,16/02/2016,1025719_1,1732.50,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,16/02/2016,1025720_1,1277.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,08/03/2016,1026287_0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,08/03/2016,1026288_0,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,22/03/2016,1026567_0,1003.75,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,15/03/2016,1026637_0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,22/03/2016,1026638_0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,29/03/2016,1026639_0,971.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,29/03/2016,1026808_0,1350.50,Revenue,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Main Contractor,Y021,29/03/2016,1026809_0,866.25,Capital,20011918,MACDONALD & COMPANY FREELANCE LTD
Oxford City Council,HRA,Consultants Fees,D3411,23/02/2016,1025730_0,6750.00,Revenue,20011931,CAPITA PROPERTY & INFRASTRUCTURE LTD
Oxford City Council,Direct Services,CCTV,B1246,09/02/2016,1025668_0,874.00,Revenue,20012009,COTSWOLD SECURITY SYSTEMS LIMITED
Oxford City Council,Law and Governance,Subscriptions,D3703,26/01/2016,1024303_1,3924.00,Revenue,20012030,THOMSON REUTERS (PROFESSIONAL) UK LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288382_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288385_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288387_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288389_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288392_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288395_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,12/01/2016,46288396_1,605.32,Revenue,20012114,RED SNAPPER RECRUITMENT LTD
Oxford City Council,Community Services,General Contracted Services,D3401,01/03/2016,46288838_1,4685.30,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,Grants,D3701,29/03/2016,46289243_1,2000.00,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,General Contracted Services,D3401,29/03/2016,46289267_1,1041.00,Revenue,20012189,PEGASUS THEATRE TRUST LIMITED
Oxford City Council,Community Services,General Contracted Services,D3401,12/01/2016,1024839_1,879.00,Revenue,20012225,VAGA ASSOCIATES
Oxford City Council,Community Services,Grants,D3701,22/03/2016,46289187_1,12184.00,Revenue,20012251,OXFORDSHIRE COMMUNITY VOLUNTARY ACTION (OCVA)
Oxford City Council,Financial Services,Court Fees,D3416,29/03/2016,1027075_1,868.83,Revenue,20012263,BRISTOW & SUTOR
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,26/01/2016,1025158_1,512.50,Revenue,20012304,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LTD
Oxford City Council,Direct Services,Materials,D3021,19/01/2016,60049193_1,2374.40,Revenue,20012307,ASHTEAD PLANT HIRE
Oxford City Council,Direct Services,Materials,D3021,16/02/2016,60050700_0,2697.20,Revenue,20012307,ASHTEAD PLANT HIRE
Oxford City Council,Direct Services,Materials,D3021,08/03/2016,60051873_0,2734.40,Revenue,20012307,ASHTEAD PLANT HIRE
Oxford City Council,Direct Services,Materials,D3021,29/03/2016,60053289_0,2609.40,Revenue,20012307,ASHTEAD PLANT HIRE
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,26/01/2016,1024529_1,2942.50,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,12/01/2016,1024588_1,4141.70,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Business Improvement,Consultants Fees,D3411,16/02/2016,1024660_1,2000.00,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Business Improvement,Software Purchase,D3511,29/01/2016,1024686_1,1650.00,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Business Improvement,Consultants Fees,D3411,29/01/2016,1024686_2,3000.00,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,16/02/2016,1025353_1,2498.73,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984442_0,510.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984443_1,948.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984443_2,1824.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984443_3,510.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984443_4,995.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,22/03/2016,47984443_5,469.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Direct Services,Contract Plant Hire,C2402,09/02/2016,60050225_0,550.00,Revenue,20012358,RT MACHINERY LTD
Oxford City Council,Community Services,Grants,D3701,01/03/2016,46288894_1,2500.00,Revenue,20012444,OXFORD CREDIT UNION
Oxford City Council,Community Services,General Contracted Services,D3401,29/03/2016,1027006_0,1920.00,Revenue,20012453,EYE DIVISION LTD
Oxford City Council,Community Services,Subscriptions,D3703,19/01/2016,1024878_1,695.00,Revenue,20012480,HOUSEMARK LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049584_0,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049588_0,967.20,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,26/01/2016,60049589_2,1160.50,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049592_0,967.20,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,26/01/2016,60049593_1,1167.68,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049594_1,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,26/01/2016,60049595_1,1098.35,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049596_1,1289.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,26/01/2016,60049597_1,2038.84,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049600_1,1289.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,26/01/2016,60049601_1,1642.70,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049602_1,644.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049603_1,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,26/01/2016,60049604_1,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,09/02/2016,60050197_0,644.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,09/02/2016,60050202_1,1416.70,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,09/02/2016,60050203_0,630.35,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Oxford City Council,Direct Services,Engineering Services Supplies and Services,D3319,09/02/2016,60050206_1,886.08,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
