Body_Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Community Services,General Contracted Services,D3401,15/12/2015,1024033_1,1975,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,20/10/2015,60045298_0,1790,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,15/12/2015,60048037_0,8268,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,17/11/2015,1022214_1,919.85,Revenue,20008022,NEOPOST LIMITED
Oxford City Council,Direct Services,Postage & Carriage,D3501,01/12/2015,1023104_1,919.85,Revenue,20008022,NEOPOST LIMITED
Oxford City Council,HRA,Window Cleaning,B1606,27/10/2015,46287538_1,4743.5,Revenue,20008024,KINGS SERVICES
Oxford City Council,HRA,Window Cleaning,B1606,27/10/2015,46287538_2,240,Revenue,20008024,KINGS SERVICES
Oxford City Council,Housing and Property,Window Cleaning,B1606,27/10/2015,46287538_3,570,Revenue,20008024,KINGS SERVICES
Oxford City Council,Business Improvement,External Telephone Charges,D3503,06/10/2015,1021411_1,14082.43,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,03/11/2015,1022251_1,540,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,03/11/2015,1022251_2,4392,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement,External Telephone Charges,D3503,24/11/2015,1022642_1,2506.8,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement,External Telephone Charges,D3503,01/12/2015,1022664_1,14073.93,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement,External Telephone Charges,D3503,15/12/2015,1023766_1,14467.73,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,Subscriptions,D3703,08/12/2015,60047425_0,567.85,Revenue,20008070,CERTSURE LLP
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,13/10/2015,1021220_1,900,Revenue,20008101,HBHC Synergy Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,13/10/2015,1021531_1,882,Revenue,20008101,HBHC Synergy Ltd
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,13/10/2015,1021634_1,948,Revenue,20008101,HBHC Synergy Ltd
Oxford City Council,HRA,Main Contractor,Y021,13/10/2015,1021505_1,4914,Capital,20008132,ARCADIS LLP
Oxford City Council,Housing and Property,Consultants Fees,D3411,01/12/2015,1022928_1,4000,Revenue,20008132,ARCADIS LLP
Oxford City Council,Housing and Property,Subscriptions,D3703,08/12/2015,1022940_1,4418.85,Revenue,20008135,RIBA ENTERPRISES LIMITED
Oxford City Council,Suspense,Materials,D3021,06/10/2015,60044785_2,9846.4,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Oxford City Council,Direct Services,Refuse Containers,D3004   ,13/10/2015,60044935_0,3770,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Oxford City Council,Suspense,Materials,D3021   ,17/11/2015,60046398_0,2350.5,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Oxford City Council,Direct Services,Protective Clothing,D3201   ,01/12/2015,60047170_1,4939,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Oxford City Council,Direct Services,Refuse Containers,D3004,29/12/2015,60048640_0,7797,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,17/11/2015,1022736_1,512,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,08/12/2015,1023436_1,512,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,20/10/2015,60045315_1,12,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,20/10/2015,60045315_2,500,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,03/11/2015,60045813_0,12,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,03/11/2015,60045813_1,500,Revenue,20008154,FRANCOTYP-POSTALIA LTD
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,27/10/2015,47982135_1,812.5,Revenue,20008157,VECTEC LTD
Oxford City Council,Direct Services,Fuel Systems Maintenance,D3338,24/11/2015,47982475_2,752.5,Revenue,20008157,VECTEC LTD
Oxford City Council,Direct Services,Fuel Systems Maintenance,D3338,22/12/2015,47983001_0,495,Revenue,20008157,VECTEC LTD
Oxford City Council,Direct Services,Fuel Systems Maintenance,D3338,22/12/2015,47983001_1,170.06,Revenue,20008157,VECTEC LTD
Oxford City Council,Community Services,General Contracted Services,D3401,24/11/2015,1023080_1,1000,Revenue,20008178,WEST OXFORDSHIRE DISTRICT COUNCIL GENERAL A/C
Oxford City Council,Community Services,Grants,D3701,22/12/2015,1024072_1,1070,Revenue,20008178,WEST OXFORDSHIRE DISTRICT COUNCIL GENERAL A/C
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,13/10/2015,1021348_1,980,Capital,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,06/10/2015,60044662_2,2820,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,20/10/2015,60045289_2,3165,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,24/11/2015,60046853_0,1950,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,15/12/2015,60047965_0,1890,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,29/12/2015,60048551_0,1250,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Direct Services,Compensation,D3805,29/12/2015,60048554_2,985,Revenue,20008181,EXECUTIVE ALARMS LTD
Oxford City Council,Community Services,Grants,D3701,13/10/2015,46287348_1,8110.75,Revenue,20008184,CITIZENS ADVICE BUREAU
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288182_1,500,Revenue,20008184,CITIZENS ADVICE BUREAU
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287496_1,2000,Revenue,20008209,DONNINGTON DOORSTEP
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287498_1,1000,Revenue,20008209,DONNINGTON DOORSTEP
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288177_1,1500,Revenue,20008209,DONNINGTON DOORSTEP
Oxford City Council,Direct Services,Short Courses,A0622,13/10/2015,1021098_1,2880,Revenue,20008229,SITESAFE UK LTD
Oxford City Council,Direct Services,Protective Clothing,D3201   ,13/10/2015,60044921_0,528,Revenue,20008229,SITESAFE UK LTD
Oxford City Council,Direct Services,Health & Safety,B1309,20/10/2015,60045059_1,4658.5,Revenue,20008229,SITESAFE UK LTD
Oxford City Council,Direct Services,Protective Clothing,D3201,27/10/2015,60045500_1,735.36,Revenue,20008229,SITESAFE UK LTD
Oxford City Council,Direct Services,Protective Clothing,D3201,15/12/2015,60047711_0,735.36,Revenue,20008229,SITESAFE UK LTD
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,1023877_1,1540,Revenue,20008377,FLEET (LINE MARKERS) LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,20/10/2015,60045208_1,532.5,Revenue,20008407,2 COUSINS ACCESS LTD
Oxford City Council,Environmental Sustainability,Subscriptions,D3703,06/10/2015,1021279_1,1496,Revenue,20008413,MANCHESTER CITY COUNCIL
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_1,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_10,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_11,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_12,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_13,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_14,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_15,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_16,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_17,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_18,280,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_2,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_3,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_4,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_5,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_6,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_7,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_8,165,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,16/10/2015,46287483_9,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_1,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_10,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_11,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_12,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_13,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_14,350,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_15,350,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_16,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_17,140,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_18,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_19,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_2,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_20,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_21,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_22,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_23,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_24,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_3,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_4,165,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_5,165,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_6,165,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_7,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_8,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,13/11/2015,46287819_9,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_1,160,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_10,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_11,145,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_12,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_13,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_14,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_15,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_2,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_3,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_4,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_5,145,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_6,145,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_7,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_8,650,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Direct Services,Vehicle Excise Licences,C2202,11/12/2015,46288228_9,225,Revenue,20008465,POST OFFICE LTD
Oxford City Council,Housing and Property,Consultants Fees,D3411,24/11/2015,1022872_1,3600,Revenue,20008467,JONES LANG LASALLE LTD
Oxford City Council,Direct Services,Main Contractor,Y021,29/12/2015,1024272_1,2500,Capital,20008467,JONES LANG LASALLE LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,24/11/2015,1022947_1,4380,Revenue,20008475,ESRI (UK) LTD
Oxford City Council,Direct Services,Short Courses,A0622,20/10/2015,1021706_1,670,Revenue,20008506,ADVANCED TRAINING SERVICES
Oxford City Council,Community Services,Furniture & Equipment Purchase,D3001,17/11/2015,1022695_1,2311.9,Revenue,20008520,NEWAUTO LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,17/11/2015,1022409_1,1777,Revenue,20008529,REEVES & PAIN FUNERAL SERVICE
Oxford City Council,Housing and Property,Consultants Fees,D3411,20/10/2015,1021869_1,2250,Revenue,20008541,KEMP & KEMP LLP T/AS KEMP & KEMP PROPERTY CONSULTANCY
Oxford City Council,Housing and Property,Consultants Fees,D3411,08/12/2015,1023309_1,2250,Revenue,20008541,KEMP & KEMP LLP T/AS KEMP & KEMP PROPERTY CONSULTANCY
Oxford City Council,Housing and Property,Consultants Fees,D3411,15/12/2015,1023848_1,2250,Revenue,20008541,KEMP & KEMP LLP T/AS KEMP & KEMP PROPERTY CONSULTANCY
Oxford City Council,Direct Services,Sign Shop Materials,D3018,27/10/2015,60045509_1,2388,Revenue,20008595,PRISMO ROAD MARKINGS LTD T/AS PRISMO PRODUCT SERVICES
Oxford City Council,Direct Services,Sign Shop Materials,D3018,27/10/2015,60045510_1,4274,Revenue,20008595,PRISMO ROAD MARKINGS LTD T/AS PRISMO PRODUCT SERVICES
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_1,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_2,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_3,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_4,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_5,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,Subscriptions,D3703,06/10/2015,1021001_6,187.5,Revenue,20008667,BRITISH PARKING ASSOCIATION
Oxford City Council,Direct Services,General Contracted Services,D3401,13/10/2015,1021094_1,4090,Revenue,20008668,GOLDEN RIVER TRAFFIC LTD
Oxford City Council,Direct Services,Consultants Fees,D3411,13/10/2015,1021219_1,3087.5,Revenue,20008668,GOLDEN RIVER TRAFFIC LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,13/10/2015,60044886_1,4009.79,Revenue,20008671,WALLGATE LTD
Oxford City Council,Community Services,Grants,D3701,29/12/2015,1024508_1,3562,Revenue,20008674,VALE OF THE WHITE HORSE DISTRICT COUNCIL
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,06/10/2015,60044701_2,3152,Revenue,20008696,TOTAL HYGIENE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,22/12/2015,60048523_1,3162.5,Revenue,20008696,TOTAL HYGIENE LTD
Oxford City Council,Housing and Property,Regional Champions,D3431,13/10/2015,46287351_1,1953.7,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Housing and Property,Regional Champions,D3431,13/10/2015,46287371_1,1184.4,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287463_1,13725.75,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287464_1,11962.5,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Community Services,Contributions,D3702,20/10/2015,46287495_1,750,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Housing and Property,Regional Champions,D3431,17/11/2015,46287835_1,1457.4,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Housing and Property,Regional Champions,D3431,15/12/2015,46288221_1,971.25,Revenue,20008698,OXFORD HOMELESS PATHWAYS
Oxford City Council,Community Services,Performance Fees,D3412,10/11/2015,1022360_1,1800,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Oxford City Council,Community Services,General Contracted Services,D3401,03/11/2015,46287629_1,1250,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Oxford City Council,Community Services,Grants,D3701,03/11/2015,46287633_1,1000,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Oxford City Council,Community Services,General Contracted Services,D3401,15/12/2015,46288222_1,4000,Revenue,20008713,OXFORD CONTEMPORARY MUSIC
Oxford City Council,Direct Services,Materials,D3021,08/12/2015,1023179_1,2084.64,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
Oxford City Council,Law and Governance,Advertising & Publicity,D3802,06/10/2015,1021326_1,631,Revenue,20008780,LEYS NEWS LTD
Oxford City Council,Community Services,Contributions,D3702,20/10/2015,46287485_1,1000,Revenue,20008780,LEYS NEWS LTD
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287569_1,2295,Revenue,20008780,LEYS NEWS LTD
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287574_1,2000,Revenue,20008780,LEYS NEWS LTD
Oxford City Council,Direct Services,Advertising & Publicity,D3802,24/11/2015,60046857_0,1592.9,Revenue,20008780,LEYS NEWS LTD
Oxford City Council,Housing and Property,Professional Fees,A0151,27/10/2015,46287558_1,3160,Revenue,20008805,SAVILLS (L & P ) LIMITED
Oxford City Council,Direct Services,Materials,D3021,13/10/2015,47981887_2,387.77,Revenue,20008907,FAROL LTD
Oxford City Council,Direct Services,Materials,D3021,13/10/2015,47981887_3,29.27,Revenue,20008907,FAROL LTD
Oxford City Council,Direct Services,Materials,D3021,13/10/2015,47981887_4,822.04,Revenue,20008907,FAROL LTD
Oxford City Council,Direct Services,Materials,D3021,13/10/2015,47981887_5,365.94,Revenue,20008907,FAROL LTD
Oxford City Council,Direct Services,Materials,D3021   ,01/12/2015,60047323_0,2815.44,Revenue,20008954,SNOWS TIMBERLIMITED
Oxford City Council,Direct Services,Postage & Carriage,D3501,29/12/2015,46288350_1,500,Revenue,20009008,NEOPOST LTD RCB CREDIFON  A/C
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288184_1,500,Revenue,20009086,SOUTH OXFORD COMMUNITY ASSOC
Oxford City Council,Direct Services,General Contracted Services,D3401,27/10/2015,60045533_1,525,Revenue,20009091,TMS CONSULTANCY
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047130_1,2220,Revenue,20009105,SCOOTER STORE
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047131_0,1660,Revenue,20009105,SCOOTER STORE
Oxford City Council,HRA,Main Contractor,Y021,03/11/2015,1022241_1,870,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,17/11/2015,1022651_1,1395,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,10/11/2015,1022657_1,1000,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,24/11/2015,1022859_1,2390,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,24/11/2015,1022860_1,1505,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,24/11/2015,1022864_1,870,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,HRA,Main Contractor,Y021,24/11/2015,1022865_1,2710,Capital,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,03/11/2015,60045947_0,1145,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,03/11/2015,60045955_0,530,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,03/11/2015,60045959_0,1160,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/11/2015,60046577_2,995,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,17/11/2015,60046579_1,9755,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,24/11/2015,60047068_1,2910,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,01/12/2015,60047395_1,860,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Oxford City Council,Community Services,Grants,D3701,03/11/2015,46287664_1,1000,Revenue,20009131,FILM OXFORD
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287573_1,1000,Revenue,20009133,BLACKBIRD LEYS ADVENTURE PLAYGROUND
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288179_1,500,Revenue,20009133,BLACKBIRD LEYS ADVENTURE PLAYGROUND
Oxford City Council,Community Services,Grants,D3701,13/10/2015,46287365_1,21500,Revenue,20009134,OXFORD PLAYHOUSE TRUST
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287566_1,21869.5,Revenue,20009161,ROSE HILL & DONNINGTON ADVICE CENTRE LTD
Oxford City Council,Community Services,Grants,D3701,20/10/2015,46287525_1,28627.75,Revenue,20009163,OXFORD COMMUNITY WORK AGENCY L
Oxford City Council,Law and Governance,Hospitality,D3803,27/10/2015,1021396_1,882.5,Revenue,20009224,LAMB CATERING LTD
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048075_1,1025.6,Revenue,20009260,GLASDON UK LTD
Oxford City Council,Community Services,Grants,D3701,13/10/2015,46287349_1,2000,Revenue,20009273,ASYLUM WELCOME
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,47983125_0,839.09,Revenue,20009275,WELLS WELDING SUPPLIES
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,47983125_1,172.83,Revenue,20009275,WELLS WELDING SUPPLIES
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,10/11/2015,46287697_1,1266,Revenue,20009326,TOTAL PEST CONTROL (UK) LTD
Oxford City Council,Community Services,Special Events,D3807,06/10/2015,1020843_1,595,Revenue,20009350,APSE
Oxford City Council,Direct Services,Short Courses,A0622,13/10/2015,1021431_1,788,Revenue,20009350,APSE
Oxford City Council,Direct Services,Conferences/Seminars,A0636,27/10/2015,1021985_1,1099,Revenue,20009350,APSE
Oxford City Council,Community Services,Grants,D3701,13/10/2015,46287387_1,1000,Revenue,20009385,THE PARASOL PROJECT
Oxford City Council,Suspense,CIL Capital Reciepts in Advance,W3001,13/10/2015,46287361_1,1170,Revenue,20009406,OLD MARSTON PARISH COUNCIL
Oxford City Council,Community Services,Grants,D3701,13/10/2015,46287350_1,500,Revenue,20009449,OXFORDSHIRE PLAY ASSOCIATION
Oxford City Council,Community Services,Staff Advertising,A0702,27/10/2015,1022130_1,594,Revenue,20009475,THE LEISURE MEDIA CO LTD
Oxford City Council,Community Services,Staff Advertising,A0702,24/11/2015,1022863_1,594,Revenue,20009475,THE LEISURE MEDIA CO LTD
Oxford City Council,Community Services,General Contracted Services,D3401,20/10/2015,46287535_1,804.15,Revenue,20009494,BT REDCARE
Oxford City Council,Community Services,General Contracted Services,D3401,20/10/2015,46287537_1,804.15,Revenue,20009494,BT REDCARE
Oxford City Council,Community Services,General Contracted Services,D3401,06/10/2015,46287310_1,1067,Revenue,20009501,THE LEYS CDI
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287565_1,2000,Revenue,20009501,THE LEYS CDI
Oxford City Council,Community Services,Contributions,D3702,15/12/2015,46288258_1,750,Revenue,20009501,THE LEYS CDI
