body_name,organisational_unit,expenditure_category,expenditure_code,paid_date,trans_no,amount,caporrev,supplier_id,supplier_name
Oxford City Council,Human Resources & Facilities,Photocopying/Paper Supplies,D3306,25/03/2014,1004512_1,3731.74,Revenue,20007881,RICOH UK LTD
Oxford City Council,Direct Services,Materials,D3021   ,18/03/2014,60017418_1,798.04,Revenue,20007931,TRAVIS PERKINS TRADING CO LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002487_1,1182.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002488_1,1188.09,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1002635_1,2337.12,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002636_1,1825.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,Housing and Property,Furniture & Equipment Purchase,D3001,21/01/2014,1002707_1,1657.54,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002708_1,3344.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002774_1,210.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,14/01/2014,1002774_2,309.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,Housing and Property,Furniture & Equipment Purchase,D3001,21/01/2014,1002826_1,1387.55,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002827_1,3169.48,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_1,275.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_2,485.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_3,199.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_4,349.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_5,275.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_6,279.80,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_7,106.32,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_8,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002931_9,95.13,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_1,240.63,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_2,167.88,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_3,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_4,410.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_5,380.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_6,309.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_7,275.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1002934_8,330.16,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1003028_1,2871.83,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1003049_1,229.44,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1003049_2,207.05,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1003049_3,145.50,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,21/01/2014,1003049_4,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_1,300.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_10,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_2,380.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_3,185.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_4,139.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_5,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_6,128.71,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_7,179.07,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_8,78.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003087_9,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_1,199.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_2,40.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_3,349.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_4,251.82,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_5,414.10,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_6,190.26,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_7,207.05,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003088_8,139.90,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003096_1,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003096_2,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003096_3,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003096_4,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,28/01/2014,1003096_5,109.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003328_1,2374.77,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003329_1,1937.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003350_1,83.94,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003350_2,67.15,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003350_3,240.63,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003350_4,190.26,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003350_5,290.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003353_1,2805.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003424_1,369.34,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003424_2,290.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003424_3,162.28,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003424_4,195.86,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003537_1,2309.12,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003538_1,1444.57,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003539_1,2388.49,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003540_1,2312.08,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,11/02/2014,1003541_1,764.09,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003542_1,2299.95,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_1,185.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_10,15.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_11,2.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_12,175.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_2,328.77,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_3,100.73,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_4,130.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_5,315.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_6,159.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_7,19.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_8,30.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/02/2014,1003668_9,41.97,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003691_1,2897.26,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003692_1,1454.58,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_1,115.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_10,190.26,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_11,220.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_12,275.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_2,249.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_3,159.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_4,41.97,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_5,28.95,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_6,46.96,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_7,450.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_8,257.42,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/02/2014,1003906_9,134.30,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004229_1,2103.45,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004230_1,1751.91,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004231_1,1856.04,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/03/2014,1004338_1,204.99,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/03/2014,1004338_2,175.00,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/03/2014,1004338_3,419.70,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,18/03/2014,1004338_4,83.94,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004348_1,1307.69,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004349_1,2274.93,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,HRA,Furniture & Equipment Purchase,D3001,25/03/2014,1004350_1,1520.95,Revenue,20007932,FURNISHED HOMES (UNDERLEY FURNISHINGS) LTD
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004244_1,5250.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004245_1,2850.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004248_1,4980.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004249_1,2475.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004250_1,4680.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004251_1,9862.50,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004252_1,2850.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004253_1,3000.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004254_1,2850.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Housing and Property,Homelessness Accomodation Lease Payments,D3611,18/03/2014,1004255_1,4550.00,Revenue,20007933,LETTING & PROPERTY MANAGEMENT
Oxford City Council,Direct Services,Materials,D3021,04/03/2014,60016590_1,690.00,Revenue,20007946,ED GLASS LIMITED
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,28/01/2014,47973896_1,685.00,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,Tools,D3023   ,04/02/2014,47973911_0,4650.00,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,Main Contractor,Y021,04/03/2014,47974361_0,28700.00,Capital,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/03/2014,47974412_0,31300.00,Capital,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,Tools,D3023   ,18/03/2014,47974456_2,4750.00,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,General Contracted Services,D3401   ,18/03/2014,47974497_0,4100.00,Revenue,20007968,IMPERIAL GARAGE EQUIPMENT
Oxford City Council,Direct Services,Materials,D3021,07/01/2014,60014299_0,506.25,Revenue,20007988,LOVAIR
Oxford City Council,Direct Services,Tipping Charges,D3421,28/01/2014,60015228_0,46298.36,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Oxford City Council,Direct Services,Tipping Charges,D3421   ,04/02/2014,60015662_1,50566.65,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Oxford City Council,Direct Services,Tipping Charges,D3421,18/03/2014,60016578_1,3604.62,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Oxford City Council,Direct Services,Tipping Charges,D3421   ,18/03/2014,60017419_1,43764.26,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Oxford City Council,Direct Services,Tipping Charges,D3421   ,25/03/2014,60017821_0,44889.67,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
Oxford City Council,Direct Services,General Contracted Services,D3401,04/03/2014,47974381_0,613.00,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
Oxford City Council,Direct Services,General Contracted Services,D3401,04/03/2014,47974381_1,2110.50,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
Oxford City Council,Direct Services,General Contracted Services,D3401,04/03/2014,47974381_2,140.70,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
Oxford City Council,Direct Services,General Contracted Services,D3401,04/03/2014,47974381_3,726.80,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
Oxford City Council,Direct Services,General Contracted Services,D3401   ,18/03/2014,60017329_1,4917.00,Revenue,20008002,FREIGHT TRANSPORT ASSOCIATION
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,14/01/2014,48020557_1,1113.00,Capital,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Customer Services,Main Contractor,Y021,11/02/2014,48020656_1,1360.00,Capital,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Building Alterations & Modifications,B1108,28/01/2014,60015121_0,590.00,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,18/03/2014,60017391_2,6020.00,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
Oxford City Council,Direct Services,Postage & Carriage,D3501,11/02/2014,1003281_1,1072.42,Revenue,20008022,NEOPOST LIMITED
Oxford City Council,HRA,Window Cleaning,B1606,04/02/2014,46279827_1,4283.50,Revenue,20008024,KINGS SERVICES
Oxford City Council,HRA,Window Cleaning,B1606,04/02/2014,46279827_2,240.00,Revenue,20008024,KINGS SERVICES
Oxford City Council,Regeneration and Major Projects Team,Window Cleaning,B1606,04/02/2014,46279827_3,325.00,Revenue,20008024,KINGS SERVICES
Oxford City Council,HRA,Window Cleaning,B1606,18/03/2014,46280717_1,4293.50,Revenue,20008024,KINGS SERVICES
Oxford City Council,HRA,Window Cleaning,B1606,18/03/2014,46280717_2,240.00,Revenue,20008024,KINGS SERVICES
Oxford City Council,Regeneration and Major Projects Team,Window Cleaning,B1606,18/03/2014,46280717_3,330.00,Revenue,20008024,KINGS SERVICES
Oxford City Council,Business Improvement & Technology,Network Rental,D3531,21/01/2014,1002894_1,2493.90,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,07/01/2014,46279659_1,500.00,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement & Technology,External Telephone Charges,D3503,18/03/2014,46280806_1,38.31,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_2,31.02,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_3,9.43,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_4,28.98,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_5,8.43,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_6,86.46,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_7,184.39,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280806_8,220.11,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Business Improvement & Technology,External Telephone Charges,D3503,18/03/2014,46280814_1,38.31,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_2,31.42,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_3,9.07,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_4,30.97,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_5,8.43,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_6,78.54,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_7,184.08,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
Oxford City Council,Direct Services,External Telephone Charges,D3503,18/03/2014,46280814_8,160.39,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
