Body Name,Organisatonal Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Low Carbon / Cleaner Greener Policy,General Contracted Services,D3401,28/04/2015,1015079_1,13000,Revenue,20009227,BUILDING RESEARCH  ESTABLISHMENT LTD
Oxford City Council,Direct Services,Materials,D3021   ,27/05/2015,60038581_0,8982.8,Revenue,20009260,GLASDON UK LTD
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285456_1,5000,Revenue,20009273,ASYLUM WELCOME
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,09/06/2015,46286152_1,686,Revenue,20009326,TOTAL PEST CONTROL (UK) LTD
Oxford City Council,Community Services,Hospitality,D3803,23/06/2015,1017622_1,569.43,Revenue,20009346,BUNNY'S
Oxford City Council,Low Carbon / Cleaner Greener Policy,Consultants Fees,D3411,07/04/2015,1014756_1,2697.71,Revenue,20009350,APSE
Oxford City Council,Low Carbon / Cleaner Greener Policy,Subscriptions,D3703,27/05/2015,1016461_1,2000,Revenue,20009350,APSE
Oxford City Council,Direct Services,Subscriptions,D3703,28/04/2015,46285638_1,1497.5,Revenue,20009350,APSE
Oxford City Council,Direct Services,Subscriptions,D3703,28/04/2015,46285638_2,1497.5,Revenue,20009350,APSE
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285439_1,10000,Revenue,20009385,THE PARASOL PROJECT
Oxford City Council,Community Services,Grants,D3701,30/06/2015,46286377_1,4580,Revenue,20009385,THE PARASOL PROJECT
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285428_1,2000,Revenue,20009449,OXFORDSHIRE PLAY ASSOCIATION
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,30/06/2015,60040092_0,1411.22,Revenue,20009491,BRICK KILN (UK) T/AS FALCON  SIGNS
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285446_1,5000,Revenue,20009501,THE LEYS CDI
Oxford City Council,Community Services,General Contracted Services,D3401,16/06/2015,46286228_1,4801.05,Revenue,20009501,THE LEYS CDI
Oxford City Council,Planning & Regulatory,Subscriptions,D3703,16/06/2015,1016890_1,1220,Revenue,20009528,HAYMARKET MEDIA GROUP
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,21/04/2015,1015400_1,2457,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,21/04/2015,1015400_2,4690,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,21/04/2015,1015401_1,2427.25,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,21/04/2015,1015402_1,5715.1,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,21/04/2015,1015403_1,2220,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,28/04/2015,1015486_1,5457.5,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,28/04/2015,1015486_2,5922.13,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Holding Accounts & Other Funds,Difference A/c,Z910198,28/04/2015,1015486_5,-0.01,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,28/04/2015,1015487_1,2052,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,28/04/2015,1015487_2,4410,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,28/04/2015,1015487_3,146,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,28/04/2015,1015488_1,1440,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,28/04/2015,1015580_1,675,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,06/05/2015,1015898_1,1262.44,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,27/05/2015,1016373_1,2340,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,27/05/2015,1016422_1,1642.5,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,27/05/2015,1016446_1,4553.38,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,27/05/2015,1016446_2,5688.75,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,02/06/2015,1016820_1,2511,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,02/06/2015,1016820_2,3640,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,16/06/2015,1017440_1,1113.25,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,16/06/2015,1017440_2,3746.25,Revenue,20009530,OSBORNE RICHARDSON LTD
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,07/04/2015,1014881_1,4184.7,Revenue,20009533,AYLESBURY VALE DISTRICT
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/06/2015,1016321_1,5275,Revenue,20009533,AYLESBURY VALE DISTRICT
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,27/05/2015,1016452_1,2400,Revenue,20009533,AYLESBURY VALE DISTRICT
Oxford City Council,Direct Services,Building Alterations & Modifications,B1108   ,07/04/2015,60036020_1,1753.36,Revenue,20009535,CCF LTD
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,09/06/2015,60039183_1,2261.12,Revenue,20009535,CCF LTD
Oxford City Council,Community Services,General Contracted Services,D3401,16/06/2015,46286249_1,4500,Revenue,20009538,CUTTESLOWE COMMUNITY ASSOCIATION
Oxford City Council,Direct Services,Electricity,B1501,06/05/2015,46285703_1,411.06,Revenue,20009555,NORTH OXFORD ASSOCIATION
Oxford City Council,Direct Services,Gas,B1502,06/05/2015,46285703_2,275.07,Revenue,20009555,NORTH OXFORD ASSOCIATION
Oxford City Council,Direct Services,Short Courses,A0622,07/04/2015,1013943_1,1600,Revenue,20009599,ABINGDON & WITNEY COLLEGE
Oxford City Council,Suspense,Other Miscellaneous Expenses,D3811,19/05/2015,1016179_1,3063.84,Revenue,20009626,DULUX DECORATING CENTRES
Oxford City Council,Housing and Property,Licences (Non-Transport),D3804,14/04/2015,1015061_1,1750,Revenue,20009637,OMFAX SYSTEMS LTD
Oxford City Council,Housing and Property,Licences (Non-Transport),D3804,14/04/2015,1015065_1,700,Revenue,20009637,OMFAX SYSTEMS LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,16/06/2015,1017443_1,1000,Revenue,20009637,OMFAX SYSTEMS LTD
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,16/06/2015,1017443_2,6000,Revenue,20009637,OMFAX SYSTEMS LTD
Oxford City Council,Financial Services,Online Services,D3510,28/04/2015,1014855_1,1289.17,Revenue,20009660,EXPERIAN LTD
Oxford City Council,Financial Services,Software Maintenance/Running Costs,D3513,27/05/2015,1016155_1,662,Revenue,20009660,EXPERIAN LTD
Oxford City Council,Financial Services,Software Maintenance/Running Costs,D3513,09/06/2015,1017088_1,662,Revenue,20009660,EXPERIAN LTD
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285423_1,4000,Revenue,20009717,ARK T CENTRE
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285441_1,4000,Revenue,20009717,ARK T CENTRE
Oxford City Council,Community Services,Grants,D3701,16/06/2015,46286222_1,3844,Revenue,20009717,ARK T CENTRE
Oxford City Council,Community Services,Security Services,D3418,06/05/2015,1015841_1,591.5,Revenue,20009730,R & R FRONTLINE SERVICES LTD
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036254_1,4360.5,Revenue,20009834,WATCO UK LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,19/05/2015,60037974_1,2422.5,Revenue,20009834,WATCO UK LIMITED
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285457_1,2000,Revenue,20009847,DOVECOTE VOLUNTARY PARENT COMMITTEE
Oxford City Council,Housing and Property,Grants,D3701,28/04/2015,46285415_1,550.79,Revenue,20009873,THE RIVERSIDE GROUP LTD
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,27/05/2015,60038334_1,625,Revenue,20009896,VISION SECURE LIMITED
Oxford City Council,Direct Services,CCTV,D3504   ,09/06/2015,60039021_1,1125,Revenue,20009896,VISION SECURE LIMITED
Oxford City Council,Direct Services,Rent,B1701,30/06/2015,1017885_1,179122.52,Revenue,20009954,NUFFIELD COLLEGE
Oxford City Council,Direct Services,Materials,D3021   ,30/06/2015,47980466_1,595.02,Revenue,20009973,RYGOR COMMERCIALS LTD
Oxford City Council,Direct Services,Materials,D3021   ,30/06/2015,47980466_2,257.56,Revenue,20009973,RYGOR COMMERCIALS LTD
Oxford City Council,Direct Services,Materials,D3021   ,30/06/2015,47980466_3,66.24,Revenue,20009973,RYGOR COMMERCIALS LTD
Oxford City Council,Direct Services,Materials,D3021   ,30/06/2015,47980466_4,431.04,Revenue,20009973,RYGOR COMMERCIALS LTD
Oxford City Council,Housing and Property,Consultants Fees,D3411,19/05/2015,46285825_1,3000,Revenue,20010039,MARRIOTTS
Oxford City Council,Housing and Property,Consultants Fees,D3411,19/05/2015,46285826_1,3000,Revenue,20010039,MARRIOTTS
Oxford City Council,Housing and Property,Professional Fees,A0151,30/06/2015,46286392_1,615,Revenue,20010039,MARRIOTTS
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285454_1,6500,Revenue,20010071,SOUTH OXFORD ADVENTURE PLAY GROUND
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285440_1,19385,Revenue,20010077,"BLACKBIRD LEYS N""HOOD SUPPORT SCHEME"
Oxford City Council,Planning & Regulatory,Advertising & Publicity,D3802,14/04/2015,1014787_1,2125,Revenue,20010106,DESIGNS ON LTD
Oxford City Council,Community Services,Advertising & Publicity,D3802,02/06/2015,1016937_1,750,Revenue,20010106,DESIGNS ON LTD
Oxford City Council,Direct Services,Servitor,D3508,06/05/2015,1014224_1,577.5,Revenue,20010153,CIVICA UK LTD
Oxford City Council,HRA,Servitor,D3508,07/04/2015,1014841_1,20662.5,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Financial Services,General Contracted Services,D3401,21/04/2015,1014897_1,11712,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Financial Services,General Contracted Services,D3401,06/05/2015,1015379_1,1963.67,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Financial Services,General Contracted Services,D3401,06/05/2015,1015379_2,3811.83,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,06/05/2015,1015380_1,7542,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,28/04/2015,1015499_1,876,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Servitor,D3508,06/05/2015,1015973_1,6000,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Main Contractor,Y021,27/05/2015,1016089_1,20865,Capital,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Vehicle Management System,D3515,27/05/2015,1016090_1,1905.89,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Servitor,D3508,16/06/2015,1016096_1,1270.32,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Servitor,D3508,30/06/2015,1017771_1,245,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Business Improvement,Servitor,D3508,30/06/2015,1017771_2,730,Revenue,20010153,CIVICA UK LTD
Oxford City Council,Direct Services,Hardware Purchase,D3520,21/04/2015,1015202_1,2377.61,Revenue,20010154,CHRONOLOGIC LTD
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285438_1,2500,Revenue,20010162,OXFORD FRIEND
Oxford City Council,Community Services,Grants,D3701,30/06/2015,46286399_1,3666.75,Revenue,20010170,CONNECTION OXFORD LTD
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285437_1,7500,Revenue,20010187,OSARCC
Oxford City Council,Community Services,General Contracted Services,D3401,02/06/2015,1016943_1,3719.21,Revenue,20010239,EVE TRAKWAY
Oxford City Council,Direct Services,Building Alterations & Modifications,B1108   ,21/04/2015,60036822_2,855.48,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,28/04/2015,60037015_0,550.76,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,28/04/2015,60037016_1,595.13,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,27/05/2015,60038314_1,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,02/06/2015,60038879_1,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,02/06/2015,60038880_0,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,02/06/2015,60038882_0,1680.86,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,16/06/2015,60039358_0,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,23/06/2015,60039822_1,1110,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,23/06/2015,60039823_0,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,30/06/2015,60040218_0,848,Revenue,20010275,UNIVERSAL WINDOW REPAIRS LTD T/A RADLEY
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036218_1,1114.89,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036484_1,524.45,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036492_1,1242.32,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036511_1,4364.35,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Building Alterations & Modifications,B1108   ,21/04/2015,60036779_1,1590.5,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037610_1,820.87,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037614_1,730.5,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040071_1,638.2,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040072_0,509.69,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,30/06/2015,60040078_0,854.51,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,14/04/2015,60036428_1,2980,Revenue,20010415,JET PLANT HIRE LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,06/05/2015,1015947_1,25000,Revenue,20010426,OXFORD REAL LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,06/05/2015,1015948_1,25000,Revenue,20010426,OXFORD REAL LIMITED
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,21/04/2015,47979683_1,4771.93,Revenue,20010430,TERBERG MATEC UK LTD
Oxford City Council,Financial Services,General Stationery Supplies,D3301,28/04/2015,46285535_1,159.98,Revenue,20010534,XMA LIMITED
Oxford City Council,Business Improvement,General Stationery Supplies,D3301,28/04/2015,46285535_2,247.54,Revenue,20010534,XMA LIMITED
Oxford City Council,Financial Services,General Stationery Supplies,D3301,28/04/2015,46285535_3,59.79,Revenue,20010534,XMA LIMITED
Oxford City Council,Housing and Property,General Stationery Supplies,D3301,28/04/2015,46285535_4,77.39,Revenue,20010534,XMA LIMITED
Oxford City Council,HRA,General Stationery Supplies,D3301,28/04/2015,46285535_5,77.39,Revenue,20010534,XMA LIMITED
Oxford City Council,Law and Governance,General Stationery Supplies,D3301,28/04/2015,46285535_6,235.58,Revenue,20010534,XMA LIMITED
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,07/04/2015,1014868_1,6200,Revenue,20010599,GB SPORT & LEISURE UK LTD
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,21/04/2015,1014871_1,985,Revenue,20010599,GB SPORT & LEISURE UK LTD
Oxford City Council,Community Services,Furniture & Equipment Purchase,D3001,02/06/2015,1016447_1,2116,Revenue,20010599,GB SPORT & LEISURE UK LTD
Oxford City Council,Community Services,Postage & Carriage,D3501,02/06/2015,1016447_2,260,Revenue,20010599,GB SPORT & LEISURE UK LTD
Oxford City Council,Direct Services,Short Courses,A0622,07/04/2015,1014774_1,7099,Revenue,20010620,CIM  HOLDINGS  LIMITED
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,07/04/2015,1014944_1,4374,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,28/04/2015,1015479_1,4680,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/06/2015,1017506_1,3721,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,23/06/2015,1017508_1,1905,Revenue,20010650,MR J KEOWN
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,19/05/2015,46285814_1,996.34,Revenue,20010650,MR J KEOWN
Oxford City Council,Community Services,Grants,D3701,07/04/2015,46285349_1,13133.34,Revenue,20010658,OXFORD SPIRES ACADEMY
Oxford City Council,Community Services,Main Contractor,Y021,27/05/2015,48021208_1,150000,Capital,20010658,OXFORD SPIRES ACADEMY
Oxford City Council,Law and Governance,Contract Printing (External),D3303,23/06/2015,1017429_1,27374.12,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Law and Governance,Contract Printing (External),D3303,16/06/2015,1017432_1,2806.12,Revenue,20010748,ELECTORAL REFORM SERVICES LTD
Oxford City Council,Community Services,General Contracted Services,D3401,19/05/2015,1015848_1,590,Revenue,20010837,DICK RUDMAN
Oxford City Council,Community Services,General Contracted Services,D3401,28/04/2015,1015177_1,550,Revenue,20010884,OXFORD RADCLIFFE HOSPITALS CHARITABLE FUND
Oxford City Council,Housing and Property,Consultants Fees,D3411,21/04/2015,46285476_1,6090,Revenue,20010898,CLUTTONS
Oxford City Council,Housing and Property,Consultants Fees,D3411,28/04/2015,46285634_1,800,Revenue,20010898,CLUTTONS
Oxford City Council,Community Services,Grants,D3701,30/06/2015,1017359_1,675,Revenue,20010907,CHIPPING NORTON SCHOOL
Oxford City Council,Direct Services,Category 'B' Stores,D3022   ,07/04/2015,60036138_2,589.96,Revenue,20010940,ORRIDGE & CO LTD
Oxford City Council,Financial Services,Subscriptions,D3703,27/05/2015,1016360_1,1812,Revenue,20010947,TAMESIDE MBC
Oxford City Council,Direct Services,Plant Purchase,C2002,07/04/2015,47979597_2,2080,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,07/04/2015,47979597_3,2226,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,07/04/2015,47979597_4,5691,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Plant Purchase,C2002,07/04/2015,47979597_5,919,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Materials,D3021,02/06/2015,47980195_0,823,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Oxford City Council,Direct Services,Materials,D3021,14/04/2015,60036266_1,2685,Revenue,20010967,MALCOLM LANE & SON LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,06/05/2015,1014761_1,1395,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Community Services,Reactive Maintenance & Minor Repairs,B1101,07/04/2015,1014762_1,2111,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Housing and Property,Materials,D3021,27/05/2015,1016436_1,560,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,23/06/2015,1017478_1,1085,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Community Services,Grants,D3701,28/04/2015,46285577_1,22172.88,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
Oxford City Council,Direct Services,Furniture & Equipment Purchase,D3001,27/05/2015,1016435_1,1102.57,Revenue,20011019,CONTACT SECURITY
Oxford City Council,HRA,Gas,B1502,07/04/2015,1013302_1,1438.14,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/04/2015,1014132_1,1133.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,07/04/2015,1014141_1,1155.27,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,14/04/2015,1014196_1,913.47,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/04/2015,1014657_1,4444.19,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/04/2015,1014682_1,1046.32,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,07/04/2015,1014683_1,1592.24,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/04/2015,1014685_1,1712.55,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/04/2015,1014686_1,3503.46,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,07/04/2015,1014687_1,1086.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,07/04/2015,1014688_1,1322.64,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,07/04/2015,1014689_1,601.07,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,06/05/2015,1015419_1,3280.19,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,28/04/2015,1015421_1,8471.28,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,28/04/2015,1015422_1,5608.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015637_1,1058.92,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015638_1,994.34,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015639_1,1216.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015645_1,617.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015646_1,896.08,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015655_1,602.22,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015656_1,760.84,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015657_1,807.07,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015658_1,733.17,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015659_1,641.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Electricity,B1501,28/04/2015,1015670_1,1657.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Electricity,B1501,28/04/2015,1015671_1,2741.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,28/04/2015,1015711_1,542.92,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/04/2015,1015712_1,1813.66,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,28/04/2015,1015713_1,1613.33,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,06/05/2015,1015714_1,2084.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/04/2015,1015715_1,3295.51,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,16/06/2015,1015718_1,1124.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,12/05/2015,1015719_1,4942.35,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,06/05/2015,1015720_1,1516.6,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/04/2015,1015721_1,2154.93,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Community Services,Gas,B1502,28/04/2015,1015722_1,4748.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,06/05/2015,1015723_1,954.6,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,06/05/2015,1015725_1,1175.28,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Housing and Property,Gas,B1502,06/05/2015,1015726_1,1338.59,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,06/05/2015,1015729_1,1123.12,Revenue,20011042,KENT COUNTY COUNCIL
